Request_Number,Request_Type,Source,Summary,Date_Complete_Received,Decision_Communicated,Name,Number_of_Pages_Released
AP-2012-01173,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"June 25, 2012","June 26, 2012",Transferred Out in Full,0
AP-2012-01190,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"June 26, 2012","June 27, 2012",No Records Exist,0
AP-2012-01194,Personal Information,Public,A copy of the Ontario Works file for {an individual} from December 2008 to present.,"June 27, 2012","June 27, 2012",No Records Exist,0
AG-2012-01040,General Records,Business,"A copy of the fire report for {an address}, Scarborough.  The incident occurred on June 25, 2012.","July 20, 2012","August 13, 2012",Disclosed in Part: Partially Exempt,25
AG-2012-01217,General Records,Public,A copy of all information regarding the fence dispute in the public alley behind {4 addresses}. There may also be fencing documents associated with {an address}.,"July 3, 2012","July 18, 2012",Disclosed in Part: Partially Exempt,35
AG-2012-01218,General Records,Public,"A document showing the total number of Toronto Zoo passes issued to staff between January 2009 to June 20, 2012, including the names and reasons for issuance (by who and when).","July 3, 2012","August 2, 2012",Disclosed in Part: Partially Exempt,111
AG-2012-01221,General Records,Public,"A copy of any inquiries made by {an individual} on November 21, 2011  or any time after with respect to {an address}.","July 4, 2012","August 3, 2012",Disclosed in Part: Partially Exempt,7
AG-2012-01222,General Records,Public,"A copy of the ML&S file no. B21621 regarding the complaint against {an organization}, as well as all other complaint records or files against {an organization.","July 4, 2012","August 7, 2012",Disclosed in Part: Partially Exempt,34
AG-2012-01231,General Records,Business,A copy of the fire report for {an address}. The incident occurred in December 2011.,"July 3, 2012","July 23, 2012",Disclosed in Part: Partially Exempt,3
AG-2012-01232,General Records,Business,"A copy of the fire report for the motor vehicle accident in the westbound lanes of Highway 401 just west of Leslie Street. The incident occurred on February 14, 2007.","July 3, 2012","July 25, 2012",Disclosed in Part: Partially Exempt,6
AG-2012-01233,General Records,Public,"A copy of the fire report for the motor vehicle accident that occurred northbound on Highway 400 near Finch Avenue West. The incident occurred on February 13, 2011. Fire Report No. F09017520.","July 3, 2012","July 25, 2012",Disclosed in Part: Partially Exempt,3
AG-2012-01234,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on June 18, 2012.","July 3, 2012","July 24, 2012",Disclosed in Part: No Records Exist,13
AG-2012-01235,General Records,Business,"A copy of the fire report for {2 addresses}, North York. The incident occurred on June 16, 2012.","July 4, 2012","July 23, 2012",Disclosed in Part: Partially Exempt,18
AG-2012-01236,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on January 19, 2009. Also any additional documents including any notes relating to discussions with the owners.","July 4, 2012","July 24, 2012",Disclosed in Part: Partially Exempt,4
AG-2012-01237,General Records,Public,"A copy of the fire report for {an address}. The incident occurred on December 28, 2011. Fire Report No. F11164333.","July 4, 2012","July 25, 2012",Disclosed in Part: Partially Exempt,4
AG-2012-01240,General Records,Public,"A copy of the fire report for {an address}, Scarborough.","July 3, 2012","July 25, 2012",Disclosed in Part: Partially Exempt,7
AG-2012-01241,General Records,Public,A copy of any records relating to internal renovations undertaken on the property {2 addresses} between 1988 and 1990.,"July 5, 2012","July 31, 2012",All Disclosed,50
AG-2012-01242,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on June 22, 2012.","July 5, 2012","August 2, 2012",Disclosed in Part: Partially Exempt,5
AG-2012-01243,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on August 9, 2009.","July 5, 2012","August 2, 2012",Disclosed in Part: Partially Exempt,13
AG-2012-01244,General Records,Public,"A copy of the fire report for {an address}. The incident occurred on June 4, 2011.","July 5, 2012","August 7, 2012",Disclosed in Part: Partially Exempt,3
AG-2012-01245,General Records,Business,"A copy of the fire report for {an address}, Scarborough.The incident occurred on April 12, 2012.","July 6, 2012","July 26, 2012",Disclosed in Part: Partially Exempt,7
AG-2012-01246,General Records,Business,"A copy of the fire report for {an address}, North York. The incident occurred on June 12, 2012.","July 6, 2012","July 13, 2012",Disclosed in Part: Partially Exempt,19
AG-2012-01247,General Records,Public,"A copy of the fire report for {an address}, Scarborough. The incident happened in 2012. Fire Report No.: F12066288.","July 3, 2012","July 25, 2012",Disclosed in Part: Partially Exempt,4
AG-2012-01248,General Records,Public,"A copy of the fire inspection report for {an address}, Scarborough. The inspection occurred the week after the fire incident no. F12066288.","July 3, 2012","July 31, 2012",Disclosed in Part: Partially Exempt,9
AG-2012-01249,General Records,Public,"A copy of records showing there was an oil spill on {series of addresses} on September 29, 2011. Confirmation No. 1205521.","July 3, 2012","August 7, 2012",Disclosed in Part: Partially Exempt,2
AG-2012-01250,General Records,Public,A copy of all building permits (including any documents related to construction) for {an address} since the property was built in 1919.,"July 6, 2012","August 3, 2012",Disclosed in Part: Partially Exempt,2
AG-2012-01251,General Records,Public,A copy of the building permits for {2 addresses}.,"July 4, 2012","July 25, 2012",All Disclosed,14
AG-2012-01252,General Records,Public,A copy of the building permits for {an address}.,"July 4, 2012","July 31, 2012",All Disclosed,52
AG-2012-01253,General Records,Public,A copy of all records related to {an address} since 1986.,"July 6, 2012","July 31, 2012",Disclosed in Part: Partially Exempt,109
AG-2012-01255,General Records,Public,"A copy of all documents related to {an address} pertaining to planning, zoning, construction, or renovation.","July 5, 2012","July 18, 2012",Disclosed in Part: Partially Exempt,48
AG-2012-01256,General Records,Public,"A record of the issuer and name of who gave the Toronto Zoo guest passes with the serial numbers: 321850, 321851, 321852, and 321852. Also the consulting fees to the Zoo from Mansfield Communications from January 2010 to July 2012, inclusive.","July 5, 2012","August 2, 2012",All Disclosed,1
AG-2012-01258,General Records,Public,"A copy of the fire report for {an address}. The incident occurred on April 3 or 4, 2012.","July 6, 2012","August 7, 2012",Disclosed in Part: Partially Exempt,9
AG-2012-01259,General Records,Business,A copy of any records relating to outstanding weed cutting or hedge cutting charges with respect to {an address}.,"July 9, 2012","August 7, 2012",No Records Exist,0
AG-2012-01261,General Records,Public,"A copy of the dog bite records for the incident that occurred at {an address}, North York. The incident occurred on March 25, 2011. Reference No. A11-008679.","July 9, 2012","August 16, 2012",Disclosed in Part: Partially Exempt,5
AG-2012-01262,General Records,Public,"A copy of all building records relating to {an address}, including any inspection reports, notes, and letters between previous home owners and the City of Toronto.","July 9, 2012","August 8, 2012",Disclosed in Part: Partially Exempt,7
AG-2012-01266,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on January 23, 2011.","July 9, 2012","August 2, 2012",Disclosed in Part: Partially Exempt,45
AG-2012-01267,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on December 26, 2010.","July 9, 2012","July 25, 2012",Disclosed in Part: Partially Exempt,18
AG-2012-01268,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on May 5, 2011. Also any photos, witness statements, and fire fighter statements/notes relating to the fire.","July 9, 2012","August 14, 2012",Disclosed in Part: Partially Exempt,57
AG-2012-01269,General Records,Public,A copy of all inspection records (and resulting records) relating to {an address} from 2012.,"July 9, 2012","August 8, 2012",Disclosed in Part: Partially Exempt,8
AG-2012-01270,General Records,Public,"A copy of any records relating to a marijuana grow op at {an address} since January 2009. Any records from Building, ML&S and Public Health.","July 9, 2012","August 7, 2012",Disclosed in Part: Partially Exempt,35
AG-2012-01271,General Records,Public,"A copy of all records, documents, emails, applications, files, papers, notes, or any records relevant to the structural, architectural, building, and sewage plans for {an address}.","July 5, 2012","August 2, 2012",Disclosed in Part: Partially Exempt,26
AG-2012-01272,General Records,Public,A copy of the work shut order relating to the ventilation problems in the washroom of {an address}. The inspection was done by Alistarir Thomas of ML&S on May 9.,"July 6, 2012","August 1, 2012",Disclosed in Part: Partially Exempt,7
AG-2012-01273,General Records,Public,"A copy of all EMS records relating to {an individual}, including any paramedic reports. The ambulance would have been called to {an address}.","July 6, 2012","August 9, 2012",No Records Exist,0
AG-2012-01274,General Records,Public,A copy of all building permits and records related to {an address}.,"July 9, 2012","August 7, 2012",Disclosed in Part: Partially Exempt,51
AG-2012-01275,General Records,Public,A copy of the building file no. 10-213422BR for {an address}.,"July 9, 2012","August 8, 2012",Disclosed in Part: Partially Exempt,5
AG-2012-01276,General Records,Public,"A copy of all building work permits for {an address} since November 2011. Also any details of the construction covered by permits (i.e. plumbing, structural, grounds/landscaping, accessibility, etc).","July 10, 2012","August 8, 2012",Disclosed in Part: Partially Exempt,47
AG-2012-01278,General Records,Media,"A copy of all complaints submitted to the City of Toronto or Parking Tag Operation centres from July 1, 2011 to June 30, 2012 relating to parking enforcement officers employed by the City or about parking enforcement in general.","July 10, 2012","August 9, 2012",No Records Exist,0
AG-2012-01279,General Records,Public,A copy of all building records for {an address} related to permits and converting the property from a single dwelling to a duplex.,"July 6, 2012","August 3, 2012",Disclosed in Part: Partially Exempt,11
AG-2012-01281,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on June 27, 2012.","July 10, 2012","August 8, 2012",Disclosed in Part: Partially Exempt,7
AG-2012-01282,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on June 8, 2012.","July 10, 2012","August 8, 2012",Disclosed in Part: Partially Exempt,12
AG-2012-01283,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on June 12, 2012.","July 10, 2012","August 8, 2012",Disclosed in Part: Partially Exempt,12
AG-2012-01284,General Records,Public,"A copy of the records showing which dates the street lines were painted before and after July 17, 2011 for the northbound lane on Keele Street between Finch Avenue and Steeles Avenue, including specifically the stop lines around {an address}.","July 11, 2012","August 9, 2012",All Disclosed,5
AG-2012-01287,General Records,Media,"An electronic record showing the unscheduled pool closures in outdoor pools in the summer of 2011, including the pool location, date and time, and cause due to reasons such as storms, water opacity, and other causes.","July 11, 2012","August 7, 2012",No Records Exist,0
AG-2012-01290,General Records,Public,Information on the alternative proposal for the {organization} project located at {an address} for reduction of the sanitary main from the Ontario Plumbing Code (aka Building Code) requirement of 375 mm to an engineered solution of 200 mm diameter.,"July 11, 2012","August 9, 2012",All Disclosed,11
AG-2012-01291,General Records,Public,A copy of all building inspection records for {an address}.,"July 10, 2012","August 2, 2012",All Disclosed,9
AG-2012-01292,General Records,Public,"A copy of building permits issued on {an address} and all inspection records, and any other records available on this building for the years 1997 to 1999.","July 12, 2012","August 10, 2012",Disclosed in Part: Partially Exempt,164
AG-2012-01295,General Records,Public,"Copies of all information between Jan. 1, 2011 and May 31, 2012 regarding chicken eggs seized from stores, investigations, complaints or charges laid in relation to under-grade, ungraded eggs for {name of store} at {an address}, Scarborough","July 12, 2012","August 14, 2012",All Disclosed,11
AG-2012-01297,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on May 23, 2012.","July 16, 2012","August 8, 2012",Disclosed in Part: Partially Exempt,21
AG-2012-01299,General Records,Public,"A complete copy of the building file for {an address}, Toronto.","July 13, 2012","August 9, 2012",Disclosed in Part: Partially Exempt,71
AG-2012-01300,General Records,Public,"All records from Public Health relating to the food poison claim against the {a banquet hall} located at {an address}.  The incident occurred on Nov. 25, 2011 and the issue was ecoli.","July 13, 2012","August 10, 2012",Disclosed in Part: Partially Exempt,52
AG-2012-01301,General Records,Public,"A copy of all emails, correspondence, and documentation relating to the blocking of email from {email address} to toronto.ca emails during July, August and September of 2010.","July 11, 2012","August 9, 2012",No Records Exist,0
AG-2012-01303,General Records,Business,"A copy of the building permits, specifications, inspection notes, and reports related to the {organization} located at {an address}. File No. 07260464.","July 16, 2012","August 13, 2012",Disclosed in Part: Partially Exempt,59
AG-2012-01308,General Records,Business,A copy of all inspection reports or notices of violation for {an address} subsequent to the fire incident in December 2011.,"July 16, 2012","August 14, 2012",Disclosed in Part: Partially Exempt,18
AG-2012-01309,General Records,Public,"A copy of all maintenance, repair and inspection reports for the taxi licence no. V02-3132851 from February 28, 2008 to February 28, 2009. {company's name} taxi no. 533. Taxi driver {an individual}.","July 16, 2012","August 15, 2012",Disclosed in Part: No Records Exist,2
AG-2012-01309,General Records,Public,"A copy of all maintenance, repair and inspection reports for the taxi licence no. V02-3132851 from February 28, 2008 to February 28, 2009. {company's name} taxi no. 533. Taxi driver {individual's name}.","July 16, 2012","August 15, 2012",Disclosed in Part: No Records Exist,2
AG-2012-01311,General Records,Public,"A copy of all complaints made against {an address} between March 2010 and July 2012, including the dates and subjects of every call/complaint.","July 12, 2012","August 10, 2012",Disclosed in Part: Partially Exempt,11
AG-2012-01312,General Records,Public,"A copy of records relating to Casa Loma including breakdowns and details relating to the $20 Million Capital Plan, the 10 year restoration master plan, the A/C installation, and details of all existing tenants and future tenant plans.","July 13, 2012","August 10, 2012",All Disclosed,1
AG-2012-01313,General Records,Public,"A copy of all building documents related to {3 addresses}, including records showing the designated use of the property, any zoning information, parking designation documents, any permit information, etc.","July 12, 2012","August 10, 2012",Disclosed in Part: Partially Exempt,81
AG-2012-01314,General Records,Public,A copy of the building audit and inspection reports relating to {an address} from 2011 and 2012. Also a copy of the health inspection records.,"July 16, 2012","August 8, 2012",Disclosed in Part: Partially Exempt,52
AG-2012-01315,General Records,Public,A copy of the roof sign permit for {an address}. Permit No. 45235 issued in 1957.,"July 16, 2012","August 8, 2012",Disclosed in Part: Partially Exempt,5
AG-2012-01316,General Records,Public,"A copy of the building permit for the final condominium plan approval of {an address}, including copies of notification of public meeting and zoning application.","July 16, 2012","August 13, 2012",All Disclosed,54
AG-2012-01317,General Records,Public,"A copy of the fire report for {an address}, East York.","July 13, 2012","August 10, 2012",Disclosed in Part: Partially Exempt,27
AG-2012-01318,General Records,Public,"A copy of the building permits and final inspection report regarding {an address}, East York.","July 13, 2012","August 9, 2012",Disclosed in Part: Partially Exempt,12
AG-2012-01323,General Records,Public,A copy of the complaint and associated inspection records relating to interior building renovations at {an address} from July 2012.,"July 16, 2012","August 15, 2012",Disclosed in Part: Partially Exempt,4
AG-2012-01324,General Records,Public,A copy of the building documents for {an address}.,"July 17, 2012","August 13, 2012",Disclosed in Part: Partially Exempt,72
AG-2012-01325,General Records,Public,"A copy of the fire and EMS reports relating to the incident at {an address} between February and March 2012. {an individual} was hit behind the head and neck and put on a stretcher, also incident report from Facilities Management.","July 17, 2012","August 14, 2012",No Records Exist,0
AG-2012-01326,General Records,Public,"A copy of the grading certificate for {an address}, Etobicoke.","July 13, 2012","August 8, 2012",All Disclosed,1
AG-2012-01327,General Records,Public,"A copy of full investigation report by inspector for the basement unit located at {an address}, North York.  The inspection was done on July 11, 2012.  There was a full report in 2011.  The issue was on carbon monoxide and smoke detectors.","July 17, 2012","August 16, 2012",Disclosed in Part: Partially Exempt,4
AG-2012-01327,General Records,Public,"A copy of full investigation report by inspector for the basement unit located at {an address}, North York.  The inspection was done on July 11, 2012.  There was a full report in 2011.  The issue was on carbon monoxide and smoke detectors.","July 17, 2012","August 16, 2012",Disclosed in Part: Partially Exempt,14
AG-2012-01329,General Records,Business,"Maintenance records on the sewer line located at {an address}, Etobicoke from the last 4 years preceding May 14, 2011.  The sewer back up incident occurred on May 14, 2011.","July 18, 2012","August 14, 2012",Disclosed in Part: Partially Exempt,17
AG-2012-01331,General Records,Public,"A copy of ambulance incident details call report for the incident that occurred on May 12, 2012 at {an address}, Toronto.","July 18, 2012","July 31, 2012",Abandoned/Withdrawn by Applicant,0
AG-2012-01334,General Records,Government,"Total overtime / lieu time for each section / division of the City of Toronto for the years 2008, 2009 and 2010.","July 18, 2012","August 8, 2012",All Disclosed,4
AG-2012-01335,General Records,Public,"Copies of old and existing building permits issued for {an address}, North York and confirmation of the permitted use for the subject propety as  a Retirement Home and Nursing Office.","July 19, 2012","August 20, 2012",All Disclosed,0
AG-2012-01336,General Records,Public,"Copies of building permits issued for {an address}, North York from 1985 to present.","July 18, 2012","August 14, 2012",All Disclosed,3
AG-2012-01339,General Records,Public,"A copy of building permit no. 1985-013677 BLD including application forms, inspector reports and issued building permit drawings.  The address is {an address}, Toronto.","July 19, 2012","August 17, 2012",Disclosed in Part: Partially Exempt,22
AG-2012-01340,General Records,Public,A copy of noise violations and complaints made against {an address}.,"July 19, 2012","August 14, 2012",No Records Exist,0
AG-2012-01341,General Records,Public,Committee of Adjustment drawings for {an addess} for 2008 and 2009.,"July 17, 2012","August 14, 2012",All Disclosed,8
AG-2012-01342,General Records,Business,"A copy of fire report for {an address}, Toronto.  The incident occurred on July 4, 2012.","July 20, 2012","August 20, 2012",Disclosed in Part: Partially Exempt,9
AG-2012-01343,General Records,Public,"A copy of health inspection report for the basement unit at {an address}, Scarborough.  The inspection was done in May or June 2012.","July 18, 2012","August 16, 2012",All Disclosed,5
AG-2012-01344,General Records,Public,A copy of the building permit application or neighbour's letter of consent for the garage and driveway built at {an address} around 1980's. File No. 199299.,"July 20, 2012","August 15, 2012",Disclosed in Part: Partially Exempt,4
AG-2012-01345,General Records,Public,A copy of all documents pertaining to the nomination of {an address} for historical listing and designation to the historical board.,"July 20, 2012","August 16, 2012",Disclosed in Part: Partially Exempt,133
AG-2012-01346,General Records,Business,"A copy of any current or past job description(s) and posting(s) for the position of City Solicitor, for counsel positions with the City's Legal Services Division and for the position of the City Clerk.","July 23, 2012","August 16, 2012",All Disclosed,14
AG-2012-01347,General Records,Public,A copy of the building inspection records and photographs taken regarding {an address}. File No.: 11-299-442 PRS 001V.,"July 23, 2012","August 13, 2012",All Disclosed,11
AG-2012-01348,General Records,Public,"A copy of the ambulance call report for the slip and fall incident that occurred in the {organization} parking lot at {an address}. The incident occurred on May 14, 2012 around 11:00 a.m.","July 23, 2012","September 11, 2012",Disclosed in Part: Partially Exempt,9
AG-2012-01349,General Records,Public,"A copy of the ambulance call report for the motor vehicle accident at Kingston Road and Glen Manor Drive. The incident occurred on July 9, 2010 around 15:45.","July 23, 2012","August 15, 2012",Disclosed in Part: Partially Exempt,5
AG-2012-01350,General Records,Public,"A copy of all records relating to the ML&S investigation of {an address}, folder no. 12 205134 PRS 00IV, including all notes, letters, emails, documents collected and written by by-law officers, complaint records, etc.","July 23, 2012","August 15, 2012",Disclosed in Part: Partially Exempt,13
AG-2012-01351,General Records,Business,"A copy of the examiner's notice regarding a recently completed Zoning Certificate Review related to a pending minor variance application for the mixed-use building at {an address}, including any associated notes and calculations.","July 23, 2012","August 14, 2012",All Disclosed,2
AG-2012-01351,General Records,Business,"A copy of the examiner's notice regarding a recently completed Zoning Certificate Review related to a pending minor variance application for the mixed-use building at {an address}, including any associated notes and calculations.","July 23, 2012","August 14, 2012",All Disclosed,0
AG-2012-01352,General Records,Public,A copy of the inspection report no. 12-166-24 regarding the basement rental unit of {an address}.,"July 23, 2012","August 17, 2012",All Disclosed,11
AG-2012-01353,General Records,Business,A copy of records relating to the municipal sidewalk located at the intersection of Pape Avenue and O'Connor Drive from 2007.,"July 23, 2012","August 22, 2012",Disclosed in Part: No Records Exist,218
AG-2012-01359,General Records,Public,"A copy of the fire report for the motor vehicle accident on Sheppard Avenue East at or near the intersection of Brenyon Way. The incident occurred on March 13, 2009 at approximately 6:00 p.m.","July 23, 2012","August 13, 2012",Disclosed in Part: Partially Exempt,5
AG-2012-01360,General Records,Public,"A copy of the fire report for {an address}. The incident occurred on June 20, 2012.","July 23, 2012","August 14, 2012",Disclosed in Part: Partially Exempt,9
AG-2012-01361,General Records,Business,"A copy of the fire report for {an address}, Scarborough. The incident occurred on June 25, 2012 around 5:00 a.m.","July 24, 2012","August 17, 2012",Disclosed in Part: Partially Exempt,25
AG-2012-01362,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on July 9, 2012.","July 24, 2012","August 22, 2012",Disclosed in Part: Partially Exempt,7
AG-2012-01363,General Records,Business,"A copy of the fire report for {an address}, Etobicoke. The incident occurred on June 17, 2012.","July 24, 2012","August 22, 2012",Disclosed in Part: Partially Exempt,5
AG-2012-01364,General Records,Public,A copy of the building permit history for {an address}.,"July 23, 2012","August 21, 2012",Disclosed in Part: Partially Exempt,30
AG-2012-01366,General Records,Business,A copy of the building permit no. 05-120321PSA00PS and order to comply file no.'s 02-196364WNP00VI and 05-110755WNP00VI relating to {an address}.,"July 20, 2012","August 17, 2012",Disclosed in Part: Partially Exempt,57
AG-2012-01367,General Records,Public,A copy of the inspection reports for {an address}.,"July 24, 2012","August 16, 2012",Disclosed in Part: Partially Exempt,17
AG-2012-01368,General Records,Public,"A copy of the CD audio recording and dispatch report for the ambulance that attended the motor vehicle accident at 401 and Dixon Road. The incident occurred on June 21, 2010 around 6:45 p.m.","July 24, 2012","August 21, 2012",No Records Exist,0
AG-2012-01369,General Records,Public,"A copy of the building permit file from June 2009 to June 2012 for {an address}, including all applications, dates of attendance, inspection notes, etc.","July 24, 2012","August 20, 2012",All Disclosed,9
AG-2012-01370,General Records,Business,"A copy of all video footage taken by the traffic cameras on October 9, 2009 between 9:00 p.m. and 10:00 p.m. of the intersection of Islington Avenue and Albion Road.","July 24, 2012","August 16, 2012",No Records Exist,0
AG-2012-01375,General Records,Public,"A copy of the inspection report from 2010 regarding the taxi cab no. 1908, Plate No. {number}","July 24, 2012","August 22, 2012",All Disclosed,4
AG-2012-01377,General Records,Media,"A copy of all emails, communications products, briefing notes and other documents relating to incidents of concrete falling from the Gardiner Expressway. Records from June 19, 2011 to present.","July 25, 2012","August 24, 2012",All Disclosed,146
AG-2012-01378,General Records,Media,"A copy of all engineering and inspection reports relating to the Gardiner Expressway from January 1, 2007 to present.","July 25, 2012","September 5, 2012",All Disclosed,455
AG-2012-01379,General Records,Business,"A list for all City of Toronto unclaimed cheques drawn and issued between January 1, 2011 and December 31, 2011 and still outstanding by July 1, 2012, including the cheque number, the cheque date, the amount, and the beneficiary name.","July 25, 2012","August 23, 2012",Disclosed in Part: Partially Exempt,70
AG-2012-01380,General Records,Public,"A copy of all documents regarding health inspections of the {organization} located at {an address}, Etobicoke. from January 1, 2006.","July 25, 2012","August 22, 2012",Disclosed in Part: Partially Exempt,110
AG-2012-01381,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on July 4, 2012.","July 25, 2012","August 17, 2012",Disclosed in Part: Partially Exempt,10
AG-2012-01382,General Records,Public,"A copy of the fire report for {an address}. The incident occurred on June 11, 2012.","July 25, 2012","August 24, 2012",Disclosed in Part: Partially Exempt,3
AG-2012-01383,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on July 14, 2012.","July 25, 2012","August 20, 2012",Disclosed in Part: Partially Exempt,9
AG-2012-01384,General Records,Public,"A copy of the fire report for {an address}. The incident occurred on November 19, 2011.","July 26, 2012","August 24, 2012",Disclosed in Part: Partially Exempt,7
AG-2012-01385,General Records,Public,"A copy of the fire report for {an address}. The incident occurred on June 28, 2012. Fire Report No. F12069578.","July 26, 2012","August 15, 2012",Disclosed in Part: Partially Exempt,9
AG-2012-01386,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on July 14, 2012. Fire Report No. F12074809.","July 26, 2012","August 20, 2012",Disclosed in Part: Partially Exempt,24
AG-2012-01391,General Records,Public,"A copy of the written report regarding the water service investigation from July 18, 2012 (service request no. 663199). There was a call made to the City around July 15, 2012 for flooding conditions at {an address}.","July 25, 2012","August 13, 2012",Disclosed in Part: Partially Exempt,4
AG-2012-01392,General Records,Media,"A copy of Mayor Rob Ford's daily itinerary from March 15, 2012 to July 23, 2012. Specifically details from June 25, 2012 between 11 a.m. and 2 p.m.","July 25, 2012","August 21, 2012",Disclosed in Part: Partially Exempt,20
AG-2012-01393,General Records,Media,"A copy of all emails sent by {an individual} between July 1, 2011 and November 30, 2011.","July 25, 2012","September 18, 2012",Disclosed in Part: Partially Exempt,307
AG-2012-01394,General Records,Media,A copy of the 2011 and 2012 salaries of all employees of the Mayor's Office.,"July 25, 2012","July 30, 2012",Abandoned/Withdrawn by Applicant,0
AG-2012-01395,General Records,Media,A copy of any documents showing when {an individual} was added to the staff of then-councillor Rob Ford in 2010 or any documents showing when {an individual} began receiving a paycheque from the City of Toronto.,"July 25, 2012","August 23, 2012",Disclosed in Part: Partially Exempt,2
AG-2012-01396,General Records,Public,A copy of complaints received relating to  {an address} from August 2010 to present.,"July 25, 2012","August 24, 2012",Disclosed in Part: Partially Exempt,57
AG-2012-01397,General Records,Public,A copy of the inspector notes from the current building file for {an address}.,"July 25, 2012","August 22, 2012",Disclosed in Part: Partially Exempt,37
AG-2012-01398,General Records,Public,A copy of documents showing the clearance to finish the driveway surface at {an address} without violation of the Tree Protection Act. Building Permit Number: 10-192-118.,"July 20, 2012","August 20, 2012",All Disclosed,24
AG-2012-01399,General Records,Business,"A copy of all responses received in respect of City of Toronto Request for Expression of Interest No. 9101-12-7008 for ""Toronto Civic Theatres"".","July 25, 2012","August 22, 2012",Disclosed in Part: Partially Exempt,0
AG-2012-01400,General Records,Media,"An electronic copy of the records included in the City's funeral tracking database, records provided in a tab-delimited or csv format.","July 26, 2012","August 9, 2012",Abandoned/Withdrawn by Applicant,0
AG-2012-01401,General Records,Media,An electronic copy of the records included in the City's motor vehicle collision records.,"July 26, 2012","September 10, 2012",Disclosed in Part: Partially Exempt,15643
AG-2012-01402,General Records,Media,An electronic copy of the records included in the City's Auditor General's Fraud and Waste Program Staff database.,"July 26, 2012","August 24, 2012",Nothing Disclosed (excluded),0
AG-2012-01403,General Records,Media,An electronic copy of the records included in the City's Cold Chain Information System. Records provided in tab-delimited or csv format.,"July 26, 2012","September 14, 2012",All Disclosed,2
AG-2012-01405,General Records,Public,A copy of the building permit history of any building or renovations done at {an address}.,"July 23, 2012","August 22, 2012",All Disclosed,1
AG-2012-01409,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on July 1, 2012.","July 30, 2012","August 22, 2012",Disclosed in Part: Partially Exempt,15
AG-2012-01410,General Records,Business,"A copy of the fire report for a ruptured gas main line at Gerrard Street and St. Matthews. The incident occurred on July 4, 2012.","July 27, 2012","August 27, 2012",Disclosed in Part: Partially Exempt,5
AG-2012-01411,General Records,Business,"A copy of the fire report for {an address}, Etobicoke. The incident occurred on June 29, 2012.","July 27, 2012","August 27, 2012",Disclosed in Part: No Records Exist,12
AG-2012-01412,General Records,Public,A copy of the building records for {an address}.,"July 25, 2012","August 23, 2012",Disclosed in Part: Partially Exempt,119
AG-2012-01413,General Records,Public,"A copy of all orders to comply issued to {an address} after July 1, 2011, including any order to cease work on the premises or to conform to building code, zoning by-laws, or any other construction related laws, by-laws, or regulations.","July 26, 2012","August 22, 2012",Disclosed in Part: Partially Exempt,20
AG-2012-01415,General Records,Public,A copy of the permit allowing the extension for {an address}.,"July 27, 2012","August 27, 2012",Disclosed in Part: Partially Exempt,26
AG-2012-01416,General Records,Public,"A copy of all documents pertaining to construction of {an address}, including the final inspection or occupancy certificate.","July 24, 2012","August 15, 2012",Disclosed in Part: Partially Exempt,26
AG-2012-01417,General Records,Public,"A copy of information relating to the permitted use request submitted on June 26, 2012 for {an address}. The response may have been given around July 11, 2012.","July 24, 2012","August 21, 2012",All Disclosed,5
AG-2012-01418,General Records,Public,A copy of the building permit and related information for {an address}. Including the original occupancy and existing parking requirements.,"July 24, 2012","August 21, 2012",All Disclosed,33
AG-2012-01419,General Records,Business,"A copy of records showing whether a right lane was closed due to construction at the intersection of Steeles Avenue East and Markham Road on September 20, 2009. The right turn lane on Steeles Avenue (westbound) which turns northbound onto Markham Road.","July 27, 2012","September 6, 2012",Disclosed in Part: Partially Exempt,4
AG-2012-01420,General Records,Media,"A copy of data pertaining to each parking ticket issued by persons certified and authorized to issue tickets from January 1, 2008 to the most current open data released, specifically the ticketing officer ID and the vehicle plate numbers.","July 26, 2012","September 4, 2012",Disclosed in Part: Partially Exempt,0
AG-2012-01421,General Records,Media,"The updated information for the parking ticket open data set from January 1, 2012 to June 31, 2012 (or most recent date available). Including additional two categories of the ticketing officer's ID and the vehicle plate numbers.","July 26, 2012","September 4, 2012",Disclosed in Part: Partially Exempt,0
AG-2012-01422,General Records,Business,"A copy of the City Planning records for {an address} from January 1, 1995 to June 30, 2012.","July 27, 2012","August 27, 2012",All Disclosed,70
