Request_Number,Request_Type,Source,Summary,Date_Complete_Received,Decision_Communicated,Name,Number_of_Pages_Released
AG-2012-02276,General Records,Business,"A copy of any business license information, including applications if possible, for {a specified address}, located at {a specified address} and {a specified address}, Toronto, between the years 1995 to 2008.","November 19, 2012","November 27, 2012",No Records Exist,0
AG-2012-02278,General Records,Public,"Record of any fire code charges brought against {an individual}, landlord of {a specified address} between Aug. 31, 2012 and Oct. 31 ,2012.","November 19, 2012","December 17, 2012",Disclosed in Part: Partially Exempt,15
AG-2012-02283,General Records,Public,"A copy of all permits and drawings for {a specified address} for construction in 2002, including any documents and reports related to the permits.","November 16, 2012","December 13, 2012",Disclosed in Part: Partially Exempt,28
AG-2012-02284,General Records,Public,"A list including the total number of responses, type of response, and Fire Hall or EMS Station that responded to the following 6 apartment building addresses: {a specified address}.","November 14, 2012","November 30, 2012",Disclosed in Part: Partially Exempt,44
AG-2012-02292,General Records,Public,"A copy of the fire report for {a specified address}. The incident occurred on June 12, 2010.","November 22, 2012","December 12, 2012",Disclosed in Part: Partially Exempt,12
AG-2012-02293,General Records,Public,"A copy of the fire report for {a specified address}, Scarborough. The incident occurred on October 14, 2012.","November 20, 2012","November 30, 2012",Disclosed in Part: Partially Exempt,10
AG-2012-02294,General Records,Business,"A copy of the fire report for {a specified address}. The incident occurred on November 11, 2012.","November 20, 2012","December 13, 2012",Disclosed in Part: Partially Exempt,13
AG-2012-02295,General Records,Public,"A copy of the fire report for a motor vehicle accident that occurred at Jane Street and Courage Avenue. The incident occurred on October 6, 2011 at approximately 7:45 p.m.","November 21, 2012","December 17, 2012",Disclosed in Part: Partially Exempt,2
AG-2012-02296,General Records,Public,A copy of building permits for {a specified address}.,"November 21, 2012","December 12, 2012",All Disclosed,16
AG-2012-02299,General Records,Public,A copy of any building inspection reports for {a specified address}.,"November 16, 2012","December 19, 2012",Disclosed in Part: Partially Exempt,16
AG-2012-02300,General Records,Public,"A copy of all MLS complaint files from May 1, 2007 to present related to {a specified address}, including the complaint record and any associated records or files.","November 16, 2012","December 17, 2012",Disclosed in Part: Partially Exempt,113
AG-2012-02301,General Records,Public,"A copy of the fire report for {a specified address}. The incident occurred on July 27, 2012.","November 21, 2012","November 30, 2012",Disclosed in Part: Partially Exempt,9
AG-2012-02302,General Records,Public,"A copy of the fire report for {a specified address}. The incident occurred on November 8, 2012.","November 21, 2012","December 19, 2012",Disclosed in Part: Partially Exempt,16
AG-2012-02304,General Records,Public,"A copy of all documentation relating to service calls, drain backups and repairs done on {a specified address} between August 1, 2011 and September 30, 2012, including dates and times the City was on the property.","November 22, 2012","December 20, 2012",Disclosed in Part: Partially Exempt,61
AG-2012-02305,General Records,Business,"A copy of the fire report for {a specified address}, North York. The incident occurred on July 27, 2012.","November 22, 2012","December 17, 2012",Disclosed in Part: Partially Exempt,9
AG-2012-02306,General Records,Public,"A copy of the decision related to a tree at {a specified address}, Scarborough. The tree was damaged on October 30, 2012 during a storm and the City advised the tree was on private property.","November 22, 2012","December 17, 2012",All Disclosed,2
AG-2012-02307,General Records,Public,A copy of the building inspection file no. 12-264556 and all inspection files pertaining to {a specified address}.,"November 22, 2012","December 6, 2012",Disclosed in Part: Partially Exempt,2
AG-2012-02309,General Records,Public,"A copy of all inspection reports for {a specified address} from Building, Public Health and Fire Services. All records from October 2011 to December 2012.","November 20, 2012","December 14, 2012",Disclosed in Part: Partially Exempt,35
AG-2012-02310,General Records,Public,"A copy of the fire report for {a specified address}. The incident occurred on November 16, 2012. Fire Report No. F12112205.","November 19, 2012","December 7, 2012",Disclosed in Part: Partially Exempt,9
AG-2012-02311,General Records,Public,"A copy of the fire inspection report for {a specified address}. The inspection occurred on November 2, 2012.","November 16, 2012","December 14, 2012",Disclosed in Part: Partially Exempt,8
AG-2012-02313,General Records,Public,"A copy of the file no. I.R.B 12900 Summons 42014 Conviction May 31, 2012. The incident occurred at {a specified address}.","November 23, 2012","December 27, 2012",Disclosed in Part: Partially Exempt,57
AG-2012-02314,General Records,Business,A copy of all fire inspection reports for {a specified address} from January 2002 to present.,"November 23, 2012","December 20, 2012",Disclosed in Part: Partially Exempt,130
AG-2012-02317,General Records,Business,"A copy of the fire report for {a specified address}, Scarborough. The incident occurred on June 26, 2012.","November 23, 2012","December 17, 2012",Disclosed in Part: No Records Exist,33
AG-2012-02322,General Records,Business,"A copy of all business licenses held by {an individual} for the period of October 26, 2002 to October 26, 2012.","November 26, 2012","December 19, 2012",Disclosed in Part: Partially Exempt,14
AG-2012-02323,General Records,Public,"A copy of the fire report for {a specified address}, Scarborough. The incident occurred on October 21, 2012.","November 26, 2012","December 19, 2012",Disclosed in Part: Partially Exempt,13
AG-2012-02324,General Records,Public,"A copy of the fire report for {a specified address}. The incident occurred on September 21, 2012.","November 26, 2012","December 27, 2012",Disclosed in Part: Partially Exempt,8
AG-2012-02325,General Records,Business,"A copy of the fire report for {a specified address}. The incident occurred on Novemver 17, 2012.","November 26, 2012","December 20, 2012",Disclosed in Part: Partially Exempt,16
AG-2012-02326,General Records,Business,"A copy of the fire report for {a specified address}. The incident occurred on June 30, 2012.","November 26, 2012","December 21, 2012",Disclosed in Part: Partially Exempt,15
AG-2012-02332,General Records,Public,A copy of the fire inspection records for {a specified address}. The inspection occurred after the November 16th fire (2012).,"November 22, 2012","December 18, 2012",Disclosed in Part: Partially Exempt,19
AG-2012-02333,General Records,Business,"A copy of the fire report for {a specified address}. The incident occurred on April 18, 2012.","November 29, 2012","December 13, 2012",Disclosed in Part: Partially Exempt,22
AG-2012-02334,General Records,Business,"A copy of any complaints, work orders,  and/or by-law violations, property use records, and building permits for {a specified address}.","November 26, 2012","December 27, 2012",Disclosed in Part: Partially Exempt,114
AG-2012-02335,General Records,Business,"A copy of any complaints, work orders, and/or by-law violations, property use records, and building permits for {a specified address}, Etobicoke.","November 26, 2012","December 27, 2012",Disclosed in Part: Partially Exempt,93
AG-2012-02336,General Records,Public,"A copy of the report related to tree branches covering a stop sign at Greenwood Avenue and Plains Road (south east corner). The report was completed around August 18 or 19, 2012.","November 15, 2012","December 12, 2012",All Disclosed,3
AG-2012-02337,General Records,Public,"A copy of the MLS inspection report from January or February 2007 regarding carbon monoxide from the garage entering {a specified address}, including the orders to repair/install.","November 22, 2012","December 20, 2012",Disclosed in Part: No Records Exist,22
AG-2012-02338,General Records,Public,"A copy of all recommendations, findings, letters and results from Toronto Fire Prevention for all fire drills and inspections of Lord Lansdowne Public School from October 2012 to November 26, 2012.","November 26, 2012","December 27, 2012",Disclosed in Part: Partially Exempt,68
AG-2012-02339,General Records,Public,"A copy of the Beaches Residents Association of Toronto (""BRAT"") heritage application to designation 1960 Queen Street East as a heritage building.","November 26, 2012","December 20, 2012",Disclosed in Part: Partially Exempt,4
AG-2012-02340,General Records,Media,"A copy of any log notes or details of any incident or threat against Mayor Rob Ford that required security to respond and explanation of what happened and how it was resolved. Records from December 1, 2010 to present.","November 27, 2012","December 18, 2012",Disclosed in Part: Partially Exempt,36
AG-2012-02341,General Records,Media,An electronic copy of the records included in the City's motor vehicle collision records. Requester is looking for the same information as released under FOI #2012-01401.,"November 27, 2012","December 20, 2012",Disclosed in Part: Partially Exempt,15643
AG-2012-02342,General Records,Media,"A copy of all emails sent by an individual between July 1, 2011 and November 30, 2011. Requester is looking for the same information as released under FOI #2012-01393.","November 27, 2012","December 19, 2012",Disclosed in Part: Partially Exempt,305
AG-2012-02343,General Records,Media,"A copy of any records related to a marijuana grow op property at {a specified address} after the police raided the house on March 31, 2011, including any inspection records or records indicating the condition of the premises.","November 27, 2012","December 27, 2012",Disclosed in Part: Partially Exempt,26
AG-2012-02344,General Records,Public,"A copy of any information, including statistical data, pertaining to traffic flow and traffic conditions on the Don Valley Parkway between Eglinton Avenue East in a northbound direction and Wynford Drive on Sundays during December 2011 between 7 and 8 p.m","November 27, 2012","December 27, 2012",All Disclosed,8
AG-2012-02345,General Records,Business,"A copy of the permit records for {a specified address}, including any roof top sign records, waivers, by-law information, etc.","November 27, 2012","December 27, 2012",All Disclosed,12
AG-2012-02346,General Records,Public,"A copy of the number of parking tickets issued in the last 6 months for ""Park 3M of Fire Hydrant"" near {a specified address}.","November 26, 2012","December 21, 2012",All Disclosed,5
AG-2012-02351,General Records,Business,"A copy of the fire report for {a specified address}, York. The incident occurred on November 10, 2012.","November 27, 2012","December 13, 2012",Disclosed in Part: Partially Exempt,5
AG-2012-02352,General Records,Business,"A copy of the fire report for {a specified address}. The incident occurred on November 8, 2012.","November 27, 2012","December 13, 2012",Disclosed in Part: Partially Exempt,16
AG-2012-02353,General Records,Business,"A copy of the fire report for {a specified address}. The incident occurred on April 21, 2012. Fire Report No. F12043499.","November 27, 2012","December 19, 2012",Disclosed in Part: Partially Exempt,14
AG-2012-02355,General Records,Public,A copy of the building permit file no. 90-01014 for {a specified address}.,"November 23, 2012","December 17, 2012",Disclosed in Part: Partially Exempt,30
AG-2012-02359,General Records,Business,"A copy of the fire report for {a specified address}. The incident occurred on October 14, 2012.","November 28, 2012","December 27, 2012",Disclosed in Part: Partially Exempt,4
AG-2012-02360,General Records,Business,"A copy of the fire report for {a specified address}. The incident occurred on September 14, 2010.","November 28, 2012","December 14, 2012",Disclosed in Part: Partially Exempt,13
AG-2012-02361,General Records,Association,A copy of any existing policy or procedure documents outlining the mandatory mid-program wading pool draining times at wading pools in Toronto parks and any reasons given internally to staff for only draining while children are kept out of wading pools.,"November 29, 2012","December 20, 2012",All Disclosed,17
AG-2012-02363,General Records,Business,"A copy of the fire report for a motor vehicle accident at Brentcliffe and Eglinton Avenue. The incident occurred on October 20, 2012.","November 29, 2012","December 13, 2012",Disclosed in Part: Partially Exempt,4
AG-2012-02365,General Records,Public,A copy of any records related to the zoning of {a specified address} from 1985 to present or if any changes had been made after 1985.,"November 29, 2012","December 17, 2012",All Disclosed,21
AG-2012-02366,General Records,Public,"A copy of any and all information from Toronto Public Health regarding {a specified address}, including any and all notes on file, inspections and complaints since November 24, 2004.","November 29, 2012","December 28, 2012",Nothing Disclosed (exemption),0
AG-2012-02367,General Records,Public,A copy of all sign permits for {a specified address}.,"November 29, 2012","December 27, 2012",Disclosed in Part: Partially Exempt,11
AG-2012-02368,General Records,Association,"A copy of the IBI Group interim Gardiner Expressway Assessment Report dated September 10, 2012 (referenced in the October 19, 2012 edition of the Toronto Star) and a copy of the final report.","November 30, 2012","December 18, 2012",Disclosed in Part: No Records Exist,94
AG-2012-02369,General Records,Public,"A copy of the fire department report regarding the inspection of {a specified address}, Scarborough.","November 27, 2012","December 18, 2012",Disclosed in Part: Partially Exempt,23
AG-2012-02370,General Records,Public,"A copy of the fire department report regarding the inspection of {a specified address}, Scarborough.","November 27, 2012","December 17, 2012",Disclosed in Part: Partially Exempt,18
AG-2012-02371,General Records,Public,A copy of all reports and complaint records for {a specified address} related to heat issues. The issues were ongoing but the issue was brought to the City's attention in 2012.,"November 28, 2012","December 27, 2012",Disclosed in Part: Partially Exempt,36
AG-2012-02372,General Records,Public,A copy of all environmental reports related to Closed Ash Landfill. There is currently no municipal address for this property however it is located at Keele Street and Ingram Drive. Associated with {a specified address}.,"November 30, 2012","December 31, 2012",All Disclosed,782
AG-2012-02373,General Records,Public,"A copy of the dog bite records related to an incident at {a specified address}. The incident occurred on August 5, 2012.","November 30, 2012","December 27, 2012",Disclosed in Part: Partially Exempt,61
AG-2012-02374,General Records,Business,A copy of all documents related to building permit application no.'s: 04 133051 BLD 01 SR and 04 133051 BLD 00 SR for {a specified address}.,"November 30, 2012","December 27, 2012",All Disclosed,17
AG-2012-02379,General Records,Public,"A copy of the fire report for {a specified address}. The incident occurred on September 10, 2012.","November 28, 2012","December 14, 2012",Disclosed in Part: Partially Exempt,9
AG-2012-02380,General Records,Business,"A copy of the fire report for {a specified address}. The incident occurred on November 6, 2012.","November 30, 2012","December 14, 2012",Disclosed in Part: Partially Exempt,10
AG-2012-02384,General Records,Public,"Information on the amount of taxes on both a roof sign and a wall sign relating to {a specified address}, since the new sign by-law came into effect.","December 3, 2012","December 21, 2012",All Disclosed,0
AG-2012-02386,General Records,Public,"A copy of stop work order, code violations, essentially reasons why the renovation/rebuilding of {a specified address} was stopped by the City.","November 30, 2012","December 31, 2012",Disclosed in Part: Partially Exempt,20
AG-2012-02388,General Records,Public,"A copy of inspection report from Public Health for {a specified address}.  The inspection was done on Feb. 2, 2012.","November 30, 2012","December 28, 2012",Disclosed in Part: Partially Exempt,11
AG-2012-02398,General Records,Media,"A copy of records related to the lawsuit between Rob Ford  v.s. the Compliance Audit Committee, including the amount of hours spent, the court/trial dates attended, the total amount of money spent and if the City sought outside legal counsel.","November 30, 2012","December 20, 2012",All Disclosed,0
AG-2012-02401,General Records,Public,"A copy of the fire report for {a specified address}. The incident occurred on November 14, 2012.","December 4, 2012","December 18, 2012",Disclosed in Part: Partially Exempt,6
AG-2012-02408,General Records,Business,"A copy of the fire report for {a specified address}. The incident occurred on April 18, 2012.","December 6, 2012","December 18, 2012",Disclosed in Part: Partially Exempt,22
AG-2012-02411,General Records,Public,"A copy of fire incident report for {a specified address}.  The incident occurred on November 29, 2012.","December 4, 2012","December 13, 2012",Disclosed in Part: Partially Exempt,21
AG-2012-02419,General Records,Media,"A copy of report from the Auditor General saying that many of the fraud and waste complaints were ""referred to divisions"" for investigation, and copies of reports produced by divisional management into fraud and waste complaints that were substantiated.","December 6, 2012","December 11, 2012",Abandoned/Withdrawn by Applicant,0
AG-2012-02422,General Records,Public,A copy of sign permits for {a specified address}.,"December 7, 2012","December 21, 2012",Disclosed in Part: Partially Exempt,47
AG-2012-02450,General Records,Business,"A copy of the fire report for {a specified address}. The incident occurred on December 1, 2012.","December 12, 2012","December 20, 2012",Disclosed in Part: Partially Exempt,11
AG-2012-02453,General Records,Business,"A copy of the fire report for {a specified address}, North York. The incident occurred on November 4, 2012.","December 12, 2012","December 20, 2012",Disclosed in Part: Partially Exempt,30
AG-2012-02479,General Records,Media,A copy of the results or report of McCormick Rankin Corporation (MRC) ground penetrating radar testing of the Gardiner Expressway completed in 2012.,"December 14, 2012","December 19, 2012",No Records Exist,0
AG-2012-02558,General Records,Media,"A copy of a list of itemized expenditures, supported by receipts, showing how the expense of $1838.87 was incurred by Councillor Mark Grimes during a trip to Guadalajara, Mexico.","December 27, 2012","December 28, 2012",Transferred Out in Full,0
AP-2012-01885,Personal Information,Public,A copy of the employment file for {an individual}.,"October 1, 2012","October 25, 2012",No Records Exist,0
AP-2012-01886,Personal Information,Public,"A copy of the employment file for {an individual} for the past 5 years, including contracts, performance reviews, pay stubs and/or tax documentation, and any documents pertaining to modified duties and/or reduced hours of work.","October 1, 2012","October 29, 2012",All Disclosed,53
AP-2012-01887,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 1, 2012","October 23, 2012",Disclosed in Part: Partially Exempt,296
AP-2012-01888,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 1, 2012","November 27, 2012",Disclosed in Part: Partially Exempt,522
AP-2012-01900,Personal Information,Public,"A copy of the employment file for {an individual}, including all EAP and counselling records.","October 3, 2012","October 30, 2012",Disclosed in Part: Partially Exempt,183
AP-2012-01904,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 2, 2012","October 25, 2012",Disclosed in Part: Partially Exempt,1136
AP-2012-01905,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 2, 2012","October 29, 2012",Disclosed in Part: Partially Exempt,766
AP-2012-01906,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 3, 2012","November 2, 2012",Disclosed in Part: Partially Exempt,666
AP-2012-01907,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 3, 2012","October 4, 2012",Transferred Out in Full,0
AP-2012-01910,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 4, 2012","October 19, 2012",All Disclosed,90
AP-2012-01911,Personal Information,Public,A copy of the employment file for {an individual}.,"October 4, 2012","November 2, 2012",Disclosed in Part: Partially Exempt,546
AP-2012-01912,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 4, 2012","October 30, 2012",Disclosed in Part: Partially Exempt,220
AP-2012-01913,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 4, 2012","October 12, 2012",All Disclosed,189
AP-2012-01915,Personal Information,Public,"A copy of the Ontario Works file for {an individual} from March 9, 2009 to present.","October 5, 2012","October 17, 2012",No Records Exist,0
AP-2012-01916,Personal Information,Public,"A copy of the Ontario Works file for {an individual} from July 8, 2009 to present.","October 5, 2012","October 17, 2012",No Records Exist,0
AP-2012-01917,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 5, 2012","October 24, 2012",Disclosed in Part: Partially Exempt,66
AP-2012-01935,Personal Information,Public,A copy of the employment file for {an individual}.,"October 10, 2012","November 9, 2012",Disclosed in Part: Partially Exempt,160
AP-2012-01936,Personal Information,Public,"A copy of the employment file, payroll records for {an individual}, including the current status of labour contract negotiations between the City of Toronto and theToronto Professional Fire Fighters' Association IAFF 3888 (new contract).","October 10, 2012","November 7, 2012",Disclosed in Part: Partially Exempt,201
AP-2012-01940,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 9, 2012","November 8, 2012",No Records Exist,0
AP-2012-01941,Personal Information,Public,A copy of documents from the Ontario Works file for {an individual}.,"October 9, 2012","October 26, 2012",All Disclosed,18
AP-2012-01942,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 10, 2012","October 18, 2012",All Disclosed,177
AP-2012-01943,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 10, 2012","November 2, 2012",Disclosed in Part: Partially Exempt,287
AP-2012-01944,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 10, 2012","October 11, 2012",Transferred Out in Full,0
AP-2012-01957,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 11, 2012","November 6, 2012",Disclosed in Part: Partially Exempt,159
AP-2012-01958,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 11, 2012","October 12, 2012",Transferred Out in Full,0
AP-2012-01967,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 12, 2012","October 31, 2012",Disclosed in Part: No Records Exist,308
AP-2012-01968,Personal Information,Public,"A copy of the Ontario Works file for {an individual} from March 1, 2010 to present.","October 12, 2012","October 12, 2012",Transferred Out in Full,0
AP-2012-01969,Personal Information,Public,"A copy of the Ontario Works file for {an individual}, including the total amounts received for income benefits.","October 12, 2012","October 31, 2012",Disclosed in Part: Partially Exempt,631
AP-2012-01973,Personal Information,Public,A copy of documents from the Ontario Works file for {an individual}.,"October 12, 2012","October 26, 2012",All Disclosed,23
AP-2012-01974,Personal Information,Public,A copy of documents from the Ontario Works file for {an individual}.,"October 12, 2012","October 26, 2012",Disclosed in Part: Partially Exempt,45
AP-2012-01979,Personal Information,Public,"A copy of any information regarding phone calls made from the City of Toronto's Employee Health and Rehabilitation on October 1, 3, and 5, 2012 regarding {an individual}.","October 15, 2012","November 6, 2012",Disclosed in Part: Partially Exempt,2
AP-2012-01986,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 15, 2012","October 30, 2012",All Disclosed,142
AP-2012-01987,Personal Information,Public,A copy of the Ontario Works file for {an individual} from 2006 to present.,"October 15, 2012","November 2, 2012",Disclosed in Part: Partially Exempt,807
AP-2012-01988,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 15, 2012","November 1, 2012",Disclosed in Part: Partially Exempt,379
AP-2012-01990,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 16, 2012","November 15, 2012",Disclosed in Part: Partially Exempt,273
AP-2012-01991,Personal Information,Public,"A copy of all records related to {an individual} application to become a fire fighter, including any reports of grades/performance.","October 16, 2012","November 9, 2012",No Records Exist,0
AP-2012-02004,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 17, 2012","November 8, 2012",All Disclosed,326
AP-2012-02007,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 17, 2012","November 5, 2012",Disclosed in Part: Partially Exempt,101
AP-2012-02019,Personal Information,Public,"A copy of the employment file for {an individual} from September 23, 2007 to present, including attendance and payroll records, performance appraisals, reviews, etc.","October 19, 2012","November 15, 2012",All Disclosed,69
AP-2012-02020,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 19, 2012","October 22, 2012",No Records Exist,0
AP-2012-02021,Personal Information,Public,"A copy of the Ontario Works file for {an individual} from January 1, 2010 to present.","October 19, 2012","November 5, 2012",Disclosed in Part: Partially Exempt,194
AP-2012-02022,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 19, 2012","November 15, 2012",Disclosed in Part: Partially Exempt,39
AP-2012-02033,Personal Information,Public,A copy of the employment file for {an individual}.,"October 19, 2012","November 16, 2012",Disclosed in Part: Partially Exempt,327
AP-2012-02043,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 22, 2012","October 30, 2012",Disclosed in Part: Partially Exempt,82
AP-2012-02044,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 22, 2012","October 24, 2012",Transferred Out in Full,0
AP-2012-02045,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 22, 2012","November 13, 2012",Disclosed in Part: Partially Exempt,430
AP-2012-02052,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 23, 2012","November 7, 2012",Disclosed in Part: Partially Exempt,672
AP-2012-02054,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 23, 2012","November 9, 2012",Disclosed in Part: Partially Exempt,484
AP-2012-02055,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 23, 2012","October 24, 2012",Transferred Out in Full,0
AP-2012-02056,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 23, 2012","November 5, 2012",Disclosed in Part: Partially Exempt,240
AP-2012-02071,Personal Information,Public,"A copy of the Downsview Dells file regarding {an individual}, including clinical notes, records, treatment charts and consultation reports from 2005 to present.","October 24, 2012","November 19, 2012",Disclosed in Part: Partially Exempt,38
AP-2012-02072,Personal Information,Public,"A copy of the employment file for {an individual} from March 23, 2010 to present, including job description, confirmation of wages paid, record of employment and attendance records.","October 24, 2012","November 22, 2012",Disclosed in Part: Partially Exempt,37
AP-2012-02073,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 24, 2012","October 26, 2012",Transferred Out in Full,0
AP-2012-02075,Personal Information,Public,"A copy of the Ontario Works file for {an individual} from May 17, 2009 to present.","October 24, 2012","December 18, 2012",Disclosed in Part: Partially Exempt,375
AP-2012-02090,Personal Information,Public,"A copy of the employment file for {an individual}, including but not limited to attendance records, payroll records, evaluation reports, medical file and all other documents.","October 26, 2012","November 22, 2012",Disclosed in Part: Partially Exempt,217
AP-2012-02091,Personal Information,Public,"A copy of the employment file for {an individual}, including but not limited to performance reviews, attendance records, sick days taken, etc.","October 26, 2012","November 19, 2012",Disclosed in Part: Partially Exempt,131
AP-2012-02092,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 24, 2012","November 19, 2012",Disclosed in Part: Partially Exempt,118
AP-2012-02093,Personal Information,Public,"A copy of the Ontario Works file for {an individual} from May 16, 2006 to present.","October 26, 2012","October 30, 2012",Transferred Out in Full,0
AP-2012-02094,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 26, 2012","November 26, 2012",Disclosed in Part: Partially Exempt,989
AP-2012-02113,Personal Information,Public,A copy of the employment file for {an individual} from 2008 to present.,"October 29, 2012","November 20, 2012",Disclosed in Part: Partially Exempt,26
AP-2012-02115,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 29, 2012","November 20, 2012",Disclosed in Part: Partially Exempt,92
AP-2012-02116,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 29, 2012","November 27, 2012",Disclosed in Part: Partially Exempt,200
AP-2012-02117,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 29, 2012","October 31, 2012",Transferred Out in Full,0
AP-2012-02121,Personal Information,Public,A copy of any childcare fee subsidy and/or child benefit files regarding {an individual}.,"October 30, 2012","November 21, 2012",Disclosed in Part: No Records Exist,92
AP-2012-02122,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 30, 2012","November 30, 2012",Disclosed in Part: Partially Exempt,168
AP-2012-02124,Personal Information,Public,"A copy of the Ontario Works file for {an individual}, including any documents accumulated from the client's doctor and employer.","October 30, 2012","December 7, 2012",Disclosed in Part: Partially Exempt,575
AP-2012-02125,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 31, 2012","November 23, 2012",Disclosed in Part: Partially Exempt,911
AP-2012-02131,Personal Information,Public,"A copy of all Kipling Acre records regarding {an individual}, including all doctor appointments, all medical tests, all doctor/nurses notes, the plan of care, medication administered, nutrition, meetings held regarding {an individual}, and legal issues.","October 31, 2012","November 19, 2012",Disclosed in Part: Partially Exempt,5566
AP-2012-02132,Personal Information,Public,"A copy of records of employment for {an individual} who was employed by Parks, Forestry and Recreation sometime between 1974 and 1978.","October 29, 2012","November 26, 2012",All Disclosed,1
AP-2012-02151,Personal Information,Public,A copy of the application form contract obtained by Hostel Services Administration which was submitted at Women's Residence shelter during the month of August or September 2002 for {an individual}.,"November 1, 2012","November 29, 2012",No Records Exist,0
AP-2012-02156,Personal Information,Public,"A copy of the employment file for {an individual}, including attendance records and pay records.","November 2, 2012","November 29, 2012",Disclosed in Part: Partially Exempt,259
AP-2012-02157,Personal Information,Public,A copy of the pension contract for {an individual} and any other documents related to his pension and retirement benefits.,"November 2, 2012","December 6, 2012",All Disclosed,43
AP-2012-02169,Personal Information,Public,"A copy of the Ontario Works file for {an individual} from January 1, 2003 to present.","November 2, 2012","November 21, 2012",All Disclosed,48
AP-2012-02171,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"November 2, 2012","November 27, 2012",Disclosed in Part: Partially Exempt,858
AP-2012-02199,Personal Information,Public,"A copy of the employment file for {an individual}, including all employment records, full pay details, attendance records, tax records, and any other information or documents regarding the employee.","November 7, 2012","December 10, 2012",All Disclosed,128
AP-2012-02200,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"November 7, 2012","November 29, 2012",Disclosed in Part: Partially Exempt,480
AP-2012-02209,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"November 8, 2012","December 28, 2012",Disclosed in Part: Partially Exempt,172
AP-2012-02210,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"November 8, 2012","December 3, 2012",All Disclosed,138
AP-2012-02218,Personal Information,Public,A copy of documents from the Ontario Works file for {an individual}.,"November 9, 2012","December 4, 2012",Abandoned/Withdrawn by Applicant,0
AP-2012-02222,Personal Information,Public,"A copy of the Ontario Works file for {an individual} from September 30, 2008 to present.","November 12, 2012","December 3, 2012",Disclosed in Part: Partially Exempt,644
AP-2012-02223,Personal Information,Public,A copy of documents from the Ontario Works file for {an individual}.,"November 12, 2012","December 10, 2012",All Disclosed,14
AP-2012-02224,Personal Information,Public,A copy of documents from the Ontario Works file for {an individual}.,"November 12, 2012","December 10, 2012",Disclosed in Part: Partially Exempt,12
AP-2012-02225,Personal Information,Public,A copy of documents from the Ontario Works file for {an individual}.,"November 12, 2012","December 7, 2012",All Disclosed,18
AP-2012-02228,Personal Information,Public,A copy of the Ontario Works file for {an individual} for the last 5 years.,"November 12, 2012","December 6, 2012",Disclosed in Part: Partially Exempt,268
AP-2012-02232,Personal Information,Public,A copy of the Ontario Works file for {an individual} from October 2006 to present.,"November 13, 2012","December 6, 2012",All Disclosed,53
AP-2012-02239,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"November 14, 2012","November 15, 2012",Transferred Out in Full,0
