Request_Number,Request_Type,Source,Summary,Date_Complete_Received,Decision_Communicated,Name,Number_of_Pages_Released
AG-2012-01634,General Records,Business,"Copies of all building permits, work permits for {an address}, North York from 2006 to present, and details of construction covered by permits, i.e. concrete forming, elevator construction, structural, electrical, plumbing.","August 28, 2012","September 26, 2012",No Records Exist,0
AG-2012-01636,General Records,Public,"A copy of building records for {an address}, Toronto.  The file number is 12-211034 BLD.","August 27, 2012","September 25, 2012",Disclosed in Part: Partially Exempt,8
AG-2012-01637,General Records,Public,"Cost of original Jarvis St. Environmental Assessment Study; updated estimate for Jarvis Reconfiguration (scheduled for Fall 2012); installation of overhead wiring and signal hardware, removal of pavement maskings and remask as 5-lane road.","August 27, 2012","September 25, 2012",All Disclosed,13
AG-2012-01638,General Records,Public,Cost of staff time dedicated to planning for and executing Jarvis St. Environmental Assessment Study; the removal of the 5th turning lane on Jarvis and the installation of the bike lane.,"August 27, 2012","September 25, 2012",No Records Exist,0
AG-2012-01639,General Records,Public,"A copy of building file for {an addess}, file # 08-207645 BLD, PLB.","August 28, 2012","September 26, 2012",Disclosed in Part: Partially Exempt,32
AG-2012-01640,General Records,Public,"A copy of fire code violation inspection report for {an address}.  The inspection was done on Aug. 1, 2012.","August 27, 2012","September 26, 2012",Disclosed in Part: Partially Exempt,14
AG-2012-01641,General Records,Public,"A copy of fire report for the incident that occurred on April 3, 2012 at {an address}.","August 27, 2012","September 21, 2012",Disclosed in Part: Partially Exempt,4
AG-2012-01643,General Records,Public,"A copy of the fire report for {an address}. The incident occurred on August 20, 2012 around 4:00 p.m.","August 28, 2012","September 21, 2012",Disclosed in Part: Partially Exempt,34
AG-2012-01645,General Records,Public,A copy of all emails and correspondence between Scarborough Community Council and Councillor Cho regarding the renaming of McLevin Park from January 2008 to present.,"August 24, 2012","September 21, 2012",No Records Exist,0
AG-2012-01646,General Records,Public,"A copy of all records from Animal Services regarding the finding of or disposing of remains of any Yellow Labrador or Golden Retriever between February 17, 2012 and present.","August 29, 2012","September 28, 2012",All Disclosed,3
AG-2012-01651,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on February 10, 2012. There were three alarms set off that morning. Also include any records showing who called 911 and when the monitoring station was called.","August 29, 2012","September 21, 2012",Disclosed in Part: Partially Exempt,17
AG-2012-01652,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on July 30, 2012.","August 29, 2012","September 21, 2012",Disclosed in Part: Partially Exempt,7
AG-2012-01654,General Records,Public,A copy of the Committee of Adjustment survey from file no. A-0723/11 TEY regarding {an address}.,"August 28, 2012","September 26, 2012",All Disclosed,1
AG-2012-01655,General Records,Public,A copy of all MLS work orders and inspection reports for {an address}.,"August 29, 2012","September 28, 2012",Disclosed in Part: Partially Exempt,81
AG-2012-01662,General Records,Public,"A copy of records related to {a business} and/or {an individual} and/or {an organization) including zoning or patio applications, bylaw infractions and food safety/restaurant health inspections. Records for {an address}.","August 30, 2012","September 20, 2012",Nothing Disclosed (exemption),0
AG-2012-01663,General Records,Public,"A copy of investigation report relating to property standards violations for {an address}, basement.  The folder number is 12 226 977 PRS 00IV.","August 29, 2012","September 26, 2012",Disclosed in Part: Partially Exempt,8
AG-2012-01664,General Records,Public,"A copy of building permit # 147141 and any other records, permits reports or plans/surveys existing for {an address}, Toronto.","August 29, 2012","September 28, 2012",Abandoned/Withdrawn by Applicant,0
AG-2012-01666,General Records,Public,"All building documents for permits 93-088325 and 12-174061 for {3 addresses}, North York, as well as any other building permit files for the specified property (1 property).  Please go as far back as possible.","August 29, 2012","September 21, 2012",Disclosed in Part: Partially Exempt,37
AG-2012-01667,General Records,Public,"All public health records for {an address}, Etobicoke from 2009 to 2010, including various visits by various health inspectors relating to mold issue.","August 28, 2012","September 25, 2012",Disclosed in Part: Partially Exempt,68
AG-2012-01668,General Records,Public,"A copy of public health inspection report for {an address}, North York.  The inspection was done in early June 2012 by Tamara Gordon.","August 29, 2012","September 27, 2012",All Disclosed,3
AG-2012-01669,General Records,Public,A copy of all records related to business license applications for {a business] and/or {an address}.,"August 30, 2012","September 27, 2012",Disclosed in Part: Partially Exempt,48
AG-2012-01670,General Records,Public,"A copy of investigation and complaint records relating to {an address} from October 8, 2009 to present. Specifically complaints and investigations by Urban Forestry, ML&S, 311, and Transportation.","August 31, 2012","September 25, 2012",Disclosed in Part: Partially Exempt,27
AG-2012-01673,General Records,Business,"A copy of the fire report for {an address}, Scarborough. The incident occurred on July 22, 2012.","August 30, 2012","September 25, 2012",Disclosed in Part: Partially Exempt,9
AG-2012-01674,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on July 23, 2012.","August 30, 2012","September 25, 2012",Disclosed in Part: Partially Exempt,13
AG-2012-01675,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on July 14, 2012.","August 30, 2012","September 28, 2012",Disclosed in Part: Partially Exempt,24
AG-2012-01678,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on August 26, 2012.","August 31, 2012","September 24, 2012",Disclosed in Part: Partially Exempt,11
AG-2012-01679,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on August 9, 2012.","August 31, 2012","September 27, 2012",Disclosed in Part: Partially Exempt,29
AG-2012-01680,General Records,Public,A copy of the consent given to {individual's name and address} to build a party garage wall. The records should be from approximately 6 years ago.,"August 29, 2012","September 28, 2012",Disclosed in Part: Partially Exempt,2
AG-2012-01681,General Records,Public,A copy of the building inspection notes related to {an address}. File No. 00-338554.,"August 30, 2012","September 28, 2012",All Disclosed,5
AG-2012-01682,General Records,Public,A copy of the animal service complaints and associated records relating to {an address}. Records from June 2012 to present.,"August 29, 2012","September 28, 2012",Disclosed in Part: Partially Exempt,14
AG-2012-01683,General Records,Public,"A copy of all contracts and funding agreements with Environmental Defence, Tides Canada, David Suzuki Foundation, Sierra Club  since January 1, 2010.","September 4, 2012","September 7, 2012",Transferred Out in Full,0
AG-2012-01691,General Records,Business,"A copy of the report relating to the recovered vehicle at {an address}, Etobicoke. The tractor/ trailor unit was found on August 28, 2012 at or about 7:53 a.m.  The report number is 2012306131.","August 30, 2012","September 21, 2012",All Disclosed,2
AG-2012-01692,General Records,Public,"A copy of records related to work being done at {an address}, including drain records (drain was snaked and repaired).","August 30, 2012","September 27, 2012",Disclosed in Part: Partially Exempt,15
AG-2012-01694,General Records,Public,"A copy of the fire report for {an address}. The incident occurred on March 13, 2010.","August 31, 2012","September 24, 2012",Disclosed in Part: Partially Exempt,12
AG-2012-01704,General Records,Public,"A copy of the building permit no. 2011-260391BLD00-SR for {an address}, including the building renovation application documents/plan and any reasons for permit refusal.","September 5, 2012","September 26, 2012",Disclosed in Part: Partially Exempt,12
AG-2012-01708,General Records,Public,"A copy of all Parks, Forestry, and Recreation emails and documentation related to all alternatives considered regarding the renaming of McLevin Park and any reasons or rationale for choosing McLevin Park during the process of renaming McLevin Park.","August 31, 2012","September 21, 2012",No Records Exist,0
AG-2012-01709,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on July 29, 2012.","September 6, 2012","September 27, 2012",Disclosed in Part: Partially Exempt,13
AG-2012-01717,General Records,Public,A copy of of plans illustrating where water and sewer lines are located at {an address} and records showing if the water and sewer pipes within this property also provide service to {an address}.,"September 6, 2012","September 27, 2012",All Disclosed,11
AG-2012-01718,General Records,Public,"A copy of the notice of violation issued to {an address} on August 17, 2012 and a records showing the amount of the fine issued to {an address} during a court case on July 31, 2012.","September 6, 2012","September 26, 2012",Disclosed in Part: Partially Exempt,5
AG-2012-01754,General Records,Public,"A copy of the fire report for {an address}. The incident occurred on August 24, 2011.","September 14, 2012","September 20, 2012",Disclosed in Part: Partially Exempt,13
AG-2012-01837,General Records,Business,A copy of a record showing the date of death for {an individual}. He was buried by the City of Toronto in 2008.,"September 25, 2012","September 27, 2012",All Disclosed,1
AP-2012-01215,Personal Information,Public,"A copy of any records relating to {an individual}. Specifically, any employment applicatons submitted to EMS since October 2007.","July 3, 2012","July 30, 2012",Disclosed in Part: Partially Exempt,12
AP-2012-01225,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"July 3, 2012","July 24, 2012",All Disclosed,147
AP-2012-01226,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"July 3, 2012","July 5, 2012",Transferred Out in Full,0
AP-2012-01227,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"July 3, 2012","July 12, 2012",No Records Exist,0
AP-2012-01228,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"July 4, 2012","July 13, 2012",All Disclosed,29
AP-2012-01229,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"July 4, 2012","July 10, 2012",All Disclosed,29
AP-2012-01230,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"July 4, 2012","July 13, 2012",All Disclosed,16
AP-2012-01257,Personal Information,Public,A copy of the employment file and payroll file  for {an individual}.,"July 6, 2012","August 1, 2012",All Disclosed,28
AP-2012-01260,Personal Information,Public,A copy of the employment file for {an individual} from 2004 to present.,"July 9, 2012","August 8, 2012",Disclosed in Part: Partially Exempt,312
AP-2012-01263,Personal Information,Public,"A copy of the Ontario Works file for {an individual} from August 27, 1999 to present.","July 9, 2012","July 18, 2012",Disclosed in Part: Partially Exempt,497
AP-2012-01264,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"July 9, 2012","July 13, 2012",All Disclosed,19
AP-2012-01265,Personal Information,Public,A copy of the employment file for {an individual} from April 2010 to present.,"July 9, 2012","August 2, 2012",All Disclosed,73
AP-2012-01280,Personal Information,Public,A copy of the employment records from 2004 to present for {an individual}.,"July 11, 2012","August 10, 2012",Disclosed in Part: Partially Exempt,125
AP-2012-01285,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"July 4, 2012","August 9, 2012",Disclosed in Part: Partially Exempt,135
AP-2012-01286,Personal Information,Public,A copy of the Ontario Works file for {an individual} from September 2011 to present.,"July 11, 2012","July 13, 2012",No Records Exist,0
AP-2012-01289,Personal Information,Public,"A copy of any and all records associated with the insurance policies for {an individual}, including all records of the policies.","July 9, 2012","August 8, 2012",All Disclosed,38
AP-2012-01293,Personal Information,Public,"Copies of all personnel and employment records of {an individual} from May 9, 2011 to present.","July 11, 2012","August 7, 2012",All Disclosed,54
AP-2012-01294,Personal Information,Public,A copy of updated employment and payroll records for {an individual}.,"July 12, 2012","August 10, 2012",No Records Exist,0
AP-2012-01296,Personal Information,Public,A copy of Ontario Works file for {n individual}.,"July 12, 2012","July 16, 2012",Transferred Out in Full,0
AP-2012-01298,Personal Information,Public,A copy of employment and payroll file for {an individual} from 2010 to present.,"July 13, 2012","August 14, 2012",All Disclosed,17
AP-2012-01302,Personal Information,Public,A copy of the employment file for {an individual} from December 2011 to present.,"July 16, 2012","August 15, 2012",Disclosed in Part: No Records Exist,3
AP-2012-01305,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"July 16, 2012","July 20, 2012",Transferred Out in Full,0
AP-2012-01306,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"July 16, 2012","August 14, 2012",Disclosed in Part: Partially Exempt,193
AP-2012-01307,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"July 16, 2012","August 29, 2012",Disclosed in Part: Partially Exempt,676
AP-2012-01310,Personal Information,Public,A copy of all documents in the Ontario Works file for {an individual} that mention {an individual}.,"July 16, 2012","July 31, 2012",Disclosed in Part: Partially Exempt,38
AP-2012-01319,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"July 17, 2012","August 15, 2012",Disclosed in Part: Partially Exempt,70
AP-2012-01320,Personal Information,Public,A copy of the Ontario Works file for {an individual} from 2005 to present.,"July 17, 2012","August 24, 2012",All Disclosed,67
AP-2012-01321,Personal Information,Public,A copy of the Ontario Works file for {an individual} from 2005 to present.,"July 17, 2012","July 19, 2012",Transferred Out in Full,0
AP-2012-01322,Personal Information,Public,"A copy of the Ontario Works file for {an individual} from September 13, 2009 to present.","July 17, 2012","July 20, 2012",Transferred Out in Full,0
AP-2012-01330,Personal Information,Public,"A copy of employment and payroll file, attendance records, performance reviews, job description, benefit booklet for {an individual}, from August 26, 2007 to present.","July 18, 2012","August 8, 2012",Disclosed in Part: Partially Exempt,16
AP-2012-01332,Personal Information,Public,A copy of Ontario Works file for {an individual}.,"July 18, 2012","July 19, 2012",No Records Exist,0
AP-2012-01333,Personal Information,Public,"A copy of Ontario Works file for {an individual} including medical reports, Limits to Participation forms, psychological assessment.","July 12, 2012","August 8, 2012",Disclosed in Part: Partially Exempt,26
AP-2012-01337,Personal Information,Public,"A copy of employment file for {an individual}, including payroll records, attendance records, job description and Physical Demands Analysis.","July 19, 2012","August 13, 2012",All Disclosed,39
AP-2012-01338,Personal Information,Public,"A copy of the report of assessment completed which permitted {an individual} to perform restricted duties at work, including information on the different classifications/categories and salaries of early childhood educators.","July 19, 2012","August 17, 2012",All Disclosed,66
AP-2012-01354,Personal Information,Public,A copy of the employment file for {an individual}.,"July 23, 2012","August 22, 2012",Disclosed in Part: Partially Exempt,81
AP-2012-01355,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"July 23, 2012","August 10, 2012",Disclosed in Part: Partially Exempt,415
AP-2012-01356,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"July 23, 2012","July 24, 2012",Transferred Out in Full,0
AP-2012-01357,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"July 23, 2012","August 17, 2012",Disclosed in Part: Partially Exempt,425
AP-2012-01358,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"July 23, 2012","July 30, 2012",Disclosed in Part: Partially Exempt,139
AP-2012-01371,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"July 24, 2012","August 9, 2012",Disclosed in Part: Partially Exempt,1033
AP-2012-01372,Personal Information,Public,A copy of the Ontario Works file for {an individual} from 1992 to 2000.,"July 24, 2012","July 25, 2012",Disclosed in Part: Partially Exempt,0
AP-2012-01373,Personal Information,Public,"A copy of the Ontario Works file for {an individual} from May 6, 2006 to present.","July 24, 2012","August 9, 2012",All Disclosed,131
AP-2012-01374,Personal Information,Public,A copy of documents from the Ontario Works for {an individual}.,"July 24, 2012","July 30, 2012",All Disclosed,14
AP-2012-01388,Personal Information,Public,"A copy of the Ontario Works file for {an individual} from January 12, 2011 to present.","July 25, 2012","August 10, 2012",All Disclosed,122
AP-2012-01389,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"July 25, 2012","August 13, 2012",Abandoned/Withdrawn by Applicant,0
AP-2012-01390,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"July 25, 2012","September 7, 2012",Disclosed in Part: Partially Exempt,409
AP-2012-01404,Personal Information,Public,"A copy of employment records for {an individual}, including the payment stubs from the collateral benefits carrier and the total number of sick days used since the motor vehicle accident on May 9, 2011.","July 26, 2012","August 23, 2012",All Disclosed,74
AP-2012-01406,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"July 26, 2012","August 10, 2012",Disclosed in Part: Partially Exempt,74
AP-2012-01408,Personal Information,Public,A copy of the Ontario Works file for {2 individuals}.,"July 26, 2012","August 14, 2012",Disclosed in Part: Partially Exempt,426
AP-2012-01414,Personal Information,Public,A copy of the employment records for {an individual} from 1972 or 1973 to 1980.,"July 27, 2012","August 27, 2012",No Records Exist,0
AP-2012-01437,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"July 27, 2012","August 27, 2012",Disclosed in Part: Partially Exempt,105
AP-2012-01438,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"July 27, 2012","July 31, 2012",No Records Exist,0
AP-2012-01439,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"July 31, 2012","August 1, 2012",All Disclosed,1
AP-2012-01456,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"August 1, 2012","August 15, 2012",Disclosed in Part: Partially Exempt,162
AP-2012-01457,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"August 1, 2012","August 3, 2012",Transferred Out in Full,0
AP-2012-01465,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"August 2, 2012","August 2, 2012",All Disclosed,10
AP-2012-01466,Personal Information,Public,A copy of records from the Ontario Works file for {an individual}.,"August 2, 2012","August 8, 2012",All Disclosed,9
AP-2012-01471,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"August 3, 2012","September 10, 2012",Disclosed in Part: Partially Exempt,262
AP-2012-01472,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"August 3, 2012","September 26, 2012",Disclosed in Part: Partially Exempt,32
AP-2012-01482,Personal Information,Public,A copy of documents from the Ontario Works file for {an individual}.,"August 7, 2012","August 16, 2012",All Disclosed,22
AP-2012-01488,Personal Information,Public,"A copy of the Ontario Works file for {an individual} from July 3, 2005 to present.","August 9, 2012","August 14, 2012",Transferred Out in Full,0
AP-2012-01489,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"August 8, 2012","August 20, 2012",Disclosed in Part: Partially Exempt,224
AP-2012-01490,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"August 9, 2012","September 6, 2012",Disclosed in Part: Partially Exempt,239
AP-2012-01491,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"August 9, 2012","August 17, 2012",Disclosed in Part: Partially Exempt,313
AP-2012-01494,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"August 10, 2012","August 21, 2012",Disclosed in Part: Partially Exempt,128
AP-2012-01508,Personal Information,Public,A copy of the Ontario Works file for {an individual} from December 2010 to present. Updated file for the previous access request no. 2010-02131.,"August 13, 2012","September 4, 2012",No Records Exist,0
AP-2012-01509,Personal Information,Public,A copy of the Ontario Works file for {an individual} from August 2006 to present.,"August 13, 2012","August 21, 2012",Disclosed in Part: Partially Exempt,107
AP-2012-01510,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"August 13, 2012","August 13, 2012",No Records Exist,0
AP-2012-01511,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"August 13, 2012","September 4, 2012",Disclosed in Part: Partially Exempt,109
AP-2012-01518,Personal Information,Public,A copy of documents from the Ontario Works file for {an individual}.,"August 14, 2012","August 20, 2012",All Disclosed,51
AP-2012-01519,Personal Information,Public,A copy of the Ontario Works file for {an individual} from 1999 to present.,"August 14, 2012","September 11, 2012",Disclosed in Part: Partially Exempt,435
AP-2012-01520,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"August 14, 2012","August 15, 2012",Transferred Out in Full,0
AP-2012-01521,Personal Information,Public,"A copy of the application information for the Ontario Works file of {an individual}, including the application for the ECE course for MTCU in June 2011.","August 14, 2012","August 20, 2012",All Disclosed,10
AP-2012-01521,Personal Information,Public,"A copy of the application information for the Ontario Works file of {an individual}, including the application for the ECE course for MTCU in June 2011.","August 14, 2012","August 20, 2012",All Disclosed,60
AP-2012-01525,Personal Information,Public,"A copy of the updated employment file for {an individual} from October 12, 2007 to present.","August 14, 2012","September 11, 2012",All Disclosed,20
AP-2012-01528,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"August 15, 2012","September 4, 2012",Disclosed in Part: Partially Exempt,144
AP-2012-01529,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"August 15, 2012","August 28, 2012",Disclosed in Part: Partially Exempt,217
AP-2012-01530,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"August 15, 2012","August 30, 2012",Disclosed in Part: Partially Exempt,142
AP-2012-01546,Personal Information,Public,A copy of the employment file for {an individual}.,"August 16, 2012","September 18, 2012",Disclosed in Part: Partially Exempt,58
AP-2012-01547,Personal Information,Public,A copy of the Ontario Works application and medical reports for {an individual}.,"August 16, 2012","August 31, 2012",Disclosed in Part: Partially Exempt,440
AP-2012-01549,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"August 16, 2012","August 28, 2012",Disclosed in Part: Partially Exempt,178
AP-2012-01565,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"August 17, 2012","August 31, 2012",All Disclosed,7
AP-2012-01566,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"August 17, 2012","September 10, 2012",All Disclosed,260
AP-2012-01567,Personal Information,Public,"A copy of records related to the assets and estate of {an individual}, including any information related to his bank account. He was a resident at Kipling Acres Long Term Care.","August 17, 2012","August 29, 2012",All Disclosed,1
AP-2012-01568,Personal Information,Public,A copy of the employee file for {an individual}.,"August 17, 2012","September 17, 2012",No Records Exist,0
AP-2012-01584,Personal Information,Public,A copy of the Ontario Works file for {an individual}.A copy of the Ontario Works file for {an individual}.A copy of the Ontario Works file for {an individual}.A copy of the Ontario Works file for {an individual}.,"August 21, 2012","August 22, 2012",Transferred Out in Full,0
AP-2012-01585,Personal Information,Public,"A copy of the Ontario Works file for {an individual} from February 18, 2011 to present.","August 21, 2012","September 13, 2012",All Disclosed,127
AP-2012-01586,Personal Information,Public,A copy of the Ontario Works file for {2 individuals}.,"August 21, 2012","September 6, 2012",All Disclosed,291
AP-2012-01590,Personal Information,Public,A copy of all assessments from the Occupational Health Department for {an individual}.,"August 17, 2012","September 17, 2012",All Disclosed,14
AP-2012-01599,Personal Information,Public,"A copy of the employment file for {an individual} from January 29, 2004 to present.","August 22, 2012","September 21, 2012",Disclosed in Part: Partially Exempt,106
AP-2012-01601,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"August 22, 2012","August 30, 2012",Disclosed in Part: Partially Exempt,642
AP-2012-01602,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"August 22, 2012","September 10, 2012",Disclosed in Part: Partially Exempt,254
AP-2012-01603,Personal Information,Public,A copy of the Ontario Works file for {an individual} from 2006 to present.,"August 22, 2012","September 13, 2012",Disclosed in Part: Partially Exempt,369
AP-2012-01606,Personal Information,Public,A copy of the Ontario Works file for {an individual} from 2004 to present.,"August 23, 2012","September 18, 2012",No Records Exist,0
AP-2012-01608,Personal Information,Public,"A copy of the Ontario Works file for {an individual} from March 9, 2009 to present.","August 23, 2012","August 24, 2012",No Records Exist,0
AP-2012-01619,Personal Information,Public,"A copy of the employment file for {an individual}, including the Long Term Disability Benefit file and personnel file.","August 24, 2012","September 27, 2012",Disclosed in Part: Partially Exempt,132
AP-2012-01629,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"August 27, 2012","September 19, 2012",Disclosed in Part: Partially Exempt,186
AP-2012-01630,Personal Information,Public,A copy of the Ontario Works file for {an individual} from May 2011 to present.,"August 27, 2012","September 12, 2012",All Disclosed,8
AP-2012-01631,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"August 27, 2012","September 11, 2012",Disclosed in Part: Partially Exempt,602
AP-2012-01632,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"August 27, 2012","September 17, 2012",Disclosed in Part: Partially Exempt,133
AP-2012-01635,Personal Information,Public,"A complete copy of employment file for {an individual} from 2006 to present including records of absenteeism, value of sick credits and vacation days and pension benefits.","August 28, 2012","September 19, 2012",Disclosed in Part: Partially Exempt,174
AP-2012-01642,Personal Information,Public,A copy of Ontario Works file for {2 individuals}.,"August 28, 2012","September 6, 2012",Disclosed in Part: Partially Exempt,555
AP-2012-01644,Personal Information,Public,A copy of Ontario Works file for {an individual}.,"August 28, 2012","August 29, 2012",Transferred Out in Full,0
AP-2012-01647,Personal Information,Public,A copy of records from the Ontario Works file for {an individual}.,"August 29, 2012","September 5, 2012",All Disclosed,28
AP-2012-01648,Personal Information,Public,A copy of records from the Ontario Works file of {an individual}.,"August 29, 2012","September 11, 2012",Disclosed in Part: Partially Exempt,12
AP-2012-01649,Personal Information,Public,A copy of the Ontario Works file for {an individual} from June 2000 to present.,"August 29, 2012","September 12, 2012",Disclosed in Part: Partially Exempt,90
AP-2012-01650,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"August 29, 2012","September 25, 2012",Disclosed in Part: Partially Exempt,287
AP-2012-01656,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"August 30, 2012","August 31, 2012",Transferred Out in Full,0
AP-2012-01658,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"August 30, 2012","September 13, 2012",All Disclosed,337
AP-2012-01659,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"August 30, 2012","September 18, 2012",All Disclosed,796
AP-2012-01660,Personal Information,Public,A copy of documents from the Ontario Works file of {an individual}.,"August 31, 2012","September 12, 2012",All Disclosed,11
AP-2012-01661,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"August 31, 2012","September 21, 2012",Disclosed in Part: Partially Exempt,301
AP-2012-01684,Personal Information,Public,A copy of the Ontario Works file for {an individual}. This individual may have received benefits around 1996.,"September 4, 2012","September 7, 2012",No Records Exist,0
AP-2012-01686,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"September 4, 2012","September 21, 2012",All Disclosed,2
AP-2012-01701,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"September 5, 2012","September 21, 2012",Disclosed in Part: Partially Exempt,83
AP-2012-01720,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"September 7, 2012","September 25, 2012",Disclosed in Part: Partially Exempt,283
AP-2012-01731,Personal Information,Public,"A copy of documents from the Ontario Works file of {an individual}, including supporting documents, notes of investigation and proof of how a conclusion of overpayment was reached.","September 6, 2012","September 19, 2012",Disclosed in Part: Partially Exempt,72
AP-2012-01749,Personal Information,Public,"A copy of the Ontario Works file for {an individual} from December 2, 2011 to present.","September 14, 2012","September 28, 2012",All Disclosed,70
AP-2012-01757,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"September 14, 2012","September 17, 2012",Transferred Out in Full,0
AP-2012-01759,Personal Information,Public,A copy of the Ontario Works file for {an individual} from 2004 to present.,"September 14, 2012","September 18, 2012",All Disclosed,2
AP-2012-01760,Personal Information,Public,A copy of the updated Ontario Works file for {an individual} from April 2012 to present.,"September 17, 2012","September 28, 2012",All Disclosed,16
AP-2012-01809,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"September 20, 2012","September 21, 2012",Transferred Out in Full,0
AP-2012-01822,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"September 21, 2012","September 26, 2012",Transferred Out in Full,0
AP-2012-01871,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"September 28, 2012","September 28, 2012",No Records Exist,0
PHI-2012-01387,Personal Health Information,Public,A copy of the complete Cummer Lodge file for {an individual}.,"July 25, 2012","August 24, 2012",All Disclosed,163
PHI-2012-01407,Personal Health Information,Public,"A copy of the ambulance report for the slip and fall at Union Station. The incident occurred on October 11, 2011 around 9:30 a.m.","July 26, 2012","August 22, 2012",All Disclosed,5
PHI-2012-01431,Personal Health Information,Public,"A copy of all records related to the care of {an individual} between February 18 and May 8, 2012. Records from Manor Long Term Care Facilitty.","July 27, 2012","August 27, 2012",All Disclosed,243
PHI-2012-01536,Personal Health Information,Public,"A copy of the records related to the motor vehicle accident at Yonge Street and Lawrence Avenue. The incident occurred on August 7, 2012.","August 14, 2012","September 13, 2012",Disclosed in Part: Partially Exempt,9
