Request_Number,Request_Type,Source,Summary,Date_Complete_Received,Decision_Communicated,Name,Number_of_Pages_Released
AG-2012-00873,General Records,Public,"A copy of all building, plumbing, and mechanical building permits relating to {an address}, including any Committee of Adjustment Decisions.","May 14, 2012","June 6, 2012",Disclosed in Part: Partially Exempt,31
AP-2012-00880,Personal Information,Public,A copy of the Ontario Works file for {an individual} from 2003 to present.,"May 14, 2012","June 8, 2012",Disclosed in Part: Partially Exempt,530
AP-2012-00881,Personal Information,Public,A copy of the Ontario Works file for {an individual} from 2003 to present.,"May 14, 2012","May 24, 2012",All Disclosed,205
AG-2012-00882,General Records,Public,A copy of all inspection reports for {an address} which was built under permit no. 08191985.,"May 14, 2012","June 7, 2012",All Disclosed,28
AG-2012-00883,General Records,Public,"A copy of all building permits and orders relating to {an address}, including file no. 11-170706.","May 14, 2012","June 13, 2012",Disclosed in Part: Partially Exempt,32
AG-2012-00884,General Records,Public,"A copy of the ML&S file no. 10 179 753 PRS 00 IV regarding {an address}, including any records related to phone calls by ML&S inspector to neighbouring properties.","May 14, 2012","June 6, 2012",No Records Exist,0
AG-2012-00905,General Records,Public,"A copy of documents regarding the removal of items at {an address}, including a list of items removed and other details available.","May 14, 2012","June 6, 2012",Disclosed in Part: Partially Exempt,72
AP-2012-00878,Personal Information,Public,"A copy of any reports completed concerning the condition of the uneven pavement directly west of the north St. Lawrence Market building that would have been requested sometime after August 12, 2011.","May 14, 2012","June 12, 2012",All Disclosed,27
AG-2012-00889,General Records,Public,A copy of all fire reports for {an address} since January 2007.,"May 15, 2012","June 1, 2012",Disclosed in Part: Partially Exempt,24
AP-2012-00892,Personal Information,Public,A copy of the Ontario Works file for {an individual} from 2006 to 2009.,"May 15, 2012","May 25, 2012",Transferred Out in Full,0
AG-2012-00888,General Records,Public,"A copy of all complaints and associates files with ML&S from 2012 regarding {an address}. There should be complaints against the landlord for lighting issues, stairwells, and cleanliness of common areas.","May 15, 2012","June 8, 2012",Abandoned/Withdrawn by Applicant,0
AG-2012-00904,General Records,Public,"A copy of the document called 'Permit to Injure or Destroy Trees on Private Property', issued for the complete removal of the live maple tree located in the front yard of {an address}. The permit was issued around July 2010.","May 15, 2012","June 7, 2012",Disclosed in Part: Partially Exempt,18
AG-2012-00890,General Records,Public,"A copy of all records relating to the signage approval on {an address}, including the TV / signage on Richmond Street West and Queen Street West.","May 15, 2012","June 22, 2012",Disclosed in Part: Partially Exempt,316
AP-2012-00891,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"May 15, 2012","May 28, 2012",All Disclosed,97
AG-2012-00910,General Records,Public,A copy of any records of any action taken with regards to convictions and fines relating to garbage around the property of {an address}.,"May 15, 2012","June 8, 2012",Disclosed in Part: Partially Exempt,14
AG-2012-00886,General Records,Business,"A copy of all Public Health reports related to bed bugs, insects, and other concerns regarding {an address}, including the inspection documents relaring to bed bugs on April 10, 2012.","May 15, 2012","May 31, 2012",All Disclosed,3
AP-2012-00887,Personal Information,Public,A copy of the employment file for {an individual}.,"May 15, 2012","June 13, 2012",Disclosed in Part: Partially Exempt,29
AG-2012-00896,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on April 30, 2012.","May 15, 2012","June 6, 2012",Disclosed in Part: Partially Exempt,7
AG-2012-00897,General Records,Business,"A copy of the fire report for {an address}, Scarborough. The incident occurred on March 25, 2012.","May 15, 2012","June 14, 2012",Disclosed in Part: Partially Exempt,6
AG-2012-00906,General Records,Public,"A copy of the following building files for {an address}: 11-227052 BLD, 08-189115, and 11-213491 ZZC.","May 16, 2012","June 15, 2012",Disclosed in Part: Partially Exempt,46
AG-2012-00930,General Records,Public,A copy of fire report for {an address}.  The incident report number is F12044313.,"May 16, 2012","June 14, 2012",Disclosed in Part: Partially Exempt,2
AP-2012-00919,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"May 16, 2012","June 5, 2012",Disclosed in Part: Partially Exempt,258
AG-2012-00898,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on April 29, 2012. Fire Report no. F12046969.","May 16, 2012","June 6, 2012",Disclosed in Part: Partially Exempt,13
AG-2012-00899,General Records,Public,"A copy of the fire report for {an address}, Scarborough. The incident occurred on March 25, 2012.","May 16, 2012","June 4, 2012",Disclosed in Part: Partially Exempt,6
AG-2012-00907,General Records,Public,"A copy of the records relating to the building permit no. 03-147533 or other application documents such as inspection notes, reports, status letters, and investigation cards for {an address}.","May 16, 2012","June 15, 2012",Disclosed in Part: Partially Exempt,39
AP-2012-00918,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"May 16, 2012","June 5, 2012",All Disclosed,134
AG-2012-00900,General Records,Business,A copy of any records showing outstanding weed or hedge cutting charges for {an address}.,"May 16, 2012","June 12, 2012",No Records Exist,0
AG-2012-00908,General Records,Public,"A copy of the records relating to issues at {an address}, including complaint records from the requester, inspection reports and the outcome of the investigations. Issues include cleanliness of the building and pest control.","May 17, 2012","June 14, 2012",Disclosed in Part: Partially Exempt,24
AG-2012-00911,General Records,Business,"A copy of all Food Contamination/Seizure Reports issued by Public Health involving eggs at {an addresst} from January 1, 2012 to present.","May 17, 2012","June 14, 2012",No Records Exist,0
AG-2012-00913,General Records,Association,"A copy of all documents relating to the set-up/start-up and evaluation of the Impact Cleaning contract as it relates to the Toronto Police Stations, including emails, reports, spreadsheets, etc. All records from January 1, 2012 to April 30, 2012.","May 17, 2012","June 14, 2012",Disclosed in Part: Partially Exempt,256
AG-2012-00914,General Records,Association,A copy of all documents related to the Mayor's Task Force on Homelessness from 2011 & 2012.,"May 17, 2012","June 15, 2012",Disclosed in Part: No Records Exist,9
AP-2012-00921,Personal Information,Public,"A copy of the Ontario Works file for {an individual} from October 31, 2008 to present.","May 17, 2012","June 4, 2012",Disclosed in Part: Partially Exempt,292
AP-2012-00912,Personal Information,Public,A copy of the employment file for {an individual}.,"May 17, 2012","June 13, 2012",Disclosed in Part: Partially Exempt,90
AG-2012-00936,General Records,Public,"A copy of all building permits applied by the owner of {an address}, Scarborough, from February 2012 to present.","May 17, 2012","June 8, 2012",No Records Exist,0
AP-2012-00920,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"May 17, 2012","June 6, 2012",Disclosed in Part: Partially Exempt,143
PHI-2012-00909,Personal Health Information,Public,"A copy of the 911 call record and audio recording for the slip and fall incident that occurred at Gus No Frills, {an address}. The incident occurred on August 9, 2009 at approximately 10:30 a.m.","May 17, 2012","June 15, 2012",Disclosed in Part: Partially Exempt,6
AG-2012-00916,General Records,Association,A copy of all documents related to the Mayor's Task Force on ice rinks infrastructure from 2011 and 2012.,"May 17, 2012","June 15, 2012",Disclosed in Part: Partially Exempt,0
AG-2012-00916,General Records,Association,A copy of all documents related to the Mayor's Task Force on ice rinks infrastructure from 2011 and 2012.,"May 17, 2012","June 15, 2012",Disclosed in Part: Partially Exempt,1
AG-2012-00917,General Records,Association,"A copy of SSHA documents relating to purchased service for shelter/hostel services, including a list of agencies for the last 3 years which have received Agency In Difficulty Reviews and/or a Review of Agencies with Funding Conditions.","May 17, 2012","June 15, 2012",Disclosed in Part: Partially Exempt,219
AG-2012-00922,General Records,Public,"Copies of any and all building documents, permits, applications and plans regarding {an address}, Etobicoke.","May 18, 2012","June 19, 2012",Disclosed in Part: Partially Exempt,84
AG-2012-00923,General Records,Public,"A copy of all building permits and work orders, drawings, issued for {an address}, Toronto","May 18, 2012","June 18, 2012",Disclosed in Part: No Records Exist,8
AG-2012-00924,General Records,Public,"Update to the petition submitted by Councillor Cesar Palacio to City Concil in relation to a petition submitted and unanimously accepted on April 10, 2012.","May 18, 2012","June 14, 2012",No Records Exist,0
AG-2012-00926,General Records,Public,"A copy of fire inspection report and all updated notes and records as well as ML&S by-law offences and violations for (an address), Scarborough.","May 18, 2012","June 15, 2012",Disclosed in Part: Partially Exempt,59
AG-2012-00933,General Records,Public,"A copy of building permit permission and blue print copy of {an address}, Toronto.","May 22, 2012","June 14, 2012",Disclosed in Part: Partially Exempt,20
AG-2012-00941,General Records,Public,"A copy of all building documents related to {an address}, including any permits, inspections, documents relating to the structure of the building, and any documents relating to the garage.","May 22, 2012","June 19, 2012",Disclosed in Part: Partially Exempt,26
AG-2012-00927,General Records,Public,"A copy of past building permit drawings, specifications, building permit related inspection reports or ""as-built"" changes during the permit process for {an address}, Toronto.","May 22, 2012","June 15, 2012",Disclosed in Part: Partially Exempt,53
AG-2012-00928,General Records,Business,"A copy of all documents, including CCTV footage, relating to a flood/sewer backup that occurred on May 13, 2012 at {two addresses}, Toronto.  The 311 reference number is 1485311 and the Customer Representative number is {649165}.","May 22, 2012","June 15, 2012",Disclosed in Part: Partially Exempt,6
AG-2012-00929,General Records,Public,A copy of fire inspection report for {an address}.  The inspection was done in the third week of April 2012.,"May 22, 2012","June 14, 2012",All Disclosed,6
AG-2012-00938,General Records,Public,A copy of all inspection and compliance records regarding {an address} from January 2009 to present.,"May 22, 2012","June 21, 2012",No Records Exist,0
AG-2012-00932,General Records,Public,A copy of building permit for the garage at {an address} on the adjoining property to {an address}.,"May 22, 2012","June 21, 2012",Disclosed in Part: Partially Exempt,8
AG-2012-00931,General Records,Public,"A copy of building inspection notes on the status of past inspections for {an address}, relating to building, HVAC, plumbing.  Also, a current status report with outstanding stages of inspection as well building permit revision applications.","May 22, 2012","June 13, 2012",All Disclosed,10
AG-2012-00940,General Records,Public,"A copy of the last Public Health inspection for {an address}, Scarborough.  The inspection was of The NutMeg Pantry.","May 23, 2012","June 15, 2012",All Disclosed,4
AG-2012-00934,General Records,Public,"A copy of print out of the history of {an address}, York, as well as all building permits and work orders from 1995 to present.","May 23, 2012","June 14, 2012",Disclosed in Part: Partially Exempt,23
AG-2012-00935,General Records,Government,"An itemized list of the top 25 employees who claimed overtime and lieu time in 2011, including rate of pay and section/division tey work in as well as the total cost to each section/division of claimed overtime and lieu hours.","May 23, 2012","June 22, 2012",All Disclosed,30
AP-2012-00951,Personal Information,Public,A copy of the Ontario Works file for {an individual} from 2005 to present.,"May 24, 2012","June 27, 2012",Disclosed in Part: Partially Exempt,376
AG-2012-00939,General Records,Business,"A copy of the March 16, 2011 incident report regarding the sewer back-up near {10 Carlson Court} on Feb. 3, 2011. Also any investigation documents developed by or on behalf of the Environment Protection and Monitoring Group and associated sewer drawings.","May 24, 2012","June 15, 2012",Disclosed in Part: Partially Exempt,8
AG-2012-00943,General Records,Public,"A copy of the building files related to {an address}, including file no.'s 350316 and 400. All permit records from 2002 to present.","May 24, 2012","June 19, 2012",Disclosed in Part: Partially Exempt,134
AP-2012-00952,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"May 24, 2012","May 28, 2012",No Records Exist,0
AG-2012-00956,General Records,Public,"A copy of building inspection report, copies of all current permits  and any notes for {an address}, North York.  The permits quoted are 11-301-686 for the house and 12-108-519 for the basement.","May 24, 2012","June 19, 2012",All Disclosed,118
AP-2012-00961,Personal Information,Public,Copies of all funeral and funeral related receipts relating to the death of {an individual}.,"May 24, 2012","June 1, 2012",No Records Exist,0
AP-2012-00942,Personal Information,Public,A copy of the employment file for {an individual} from January 2010 to present.,"May 25, 2012","June 25, 2012",All Disclosed,5
AG-2012-00944,General Records,Public,"A copy of any records related to the breakage and repair of a fire hydrant, fire pump system , or connecting pipes located on North Carson Street, slightly north of its intersection with Lanor Avenue. The incident occurred on or before Nov. 23, 2007.","May 25, 2012","June 19, 2012",No Records Exist,0
AG-2012-00946,General Records,Public,"A copy of the surveillance video and report for an incident at P3 parking level at North York Civic Centre. The incident occurred on April 23, 2012 at 8:20 a.m.","May 25, 2012","June 25, 2012",Disclosed in Part: Partially Exempt,5
AG-2012-00945,General Records,Public,"A copy of the records relating to the ML&S file no. IRB20925 regarding Bloor West Construction Inc., including all reports and pictures.","May 25, 2012","June 19, 2012",Disclosed in Part: Partially Exempt,28
AG-2012-00947,General Records,Business,A copy of any building permit and inspection information and records for {an address}.,"May 25, 2012","June 26, 2012",Disclosed in Part: Partially Exempt,50
AG-2012-00948,General Records,Public,A copy of all building records for {an address} from September 2010 to present.,"May 25, 2012","June 19, 2012",Disclosed in Part: Partially Exempt,42
AG-2012-00950,General Records,Business,"A copy of the maintenance records for the Taxi vehicle operated by {an individual} with Northland Taxi on January 7, 2009. All records from January 7, 2008 to January 7, 2009.","May 25, 2012","June 19, 2012",All Disclosed,0
AG-2012-00969,General Records,Public,"A copy of record of service to clear sanitary drain relating to {an address}, Etobicoke.  The first visit was in March 2012 and the second visit was in April 2012.","May 25, 2012","June 25, 2012",Disclosed in Part: Partially Exempt,7
AP-2012-00953,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"May 25, 2012","June 15, 2012",Disclosed in Part: Partially Exempt,224
AP-2012-01026,Personal Information,Public,A copy of Ontario Works file for {an individual}.,"May 25, 2012","June 14, 2012",Disclosed in Part: Partially Exempt,843
AG-2012-00954,General Records,Business,"Copies of building permit applications for {an address}, Toronto.  The permit numbers are 97-251417 DRN 00 DR  and 98-251966 PLB 00 PS.","May 25, 2012","June 15, 2012",Disclosed in Part: Partially Exempt,11
AP-2012-00957,Personal Information,Public,"A copy of scoring results, transcription of panel members notes for job interview for {an individual} for the position of Property Officer 1.  The interview was held on April 30, 2012. File # is 1644166.  Records should include notes from Eileen Lockhar","May 25, 2012","June 8, 2012",Nothing Disclosed (excluded),0
AG-2012-00964,General Records,Public,"A copy of report by By-law officer for {an address}, Scarborough and any other documents on file from ML&S.","May 25, 2012","June 25, 2012",All Disclosed,7
AG-2012-00955,General Records,Public,Data re: roof sign and wall sign pertaining to the new tax implemented a few years ago by the year from its effective date until present for {several addresses}.,"May 28, 2012","June 21, 2012",All Disclosed,3
AP-2012-00960,Personal Information,Public,A copy of General Welfare Assistance file for {an individual}.,"May 28, 2012","June 7, 2012",Disclosed in Part: Partially Exempt,66
AG-2012-00998,General Records,Public,"A copy of all outstanding building permits for {an address}, including detailed information regarding the permits.","May 28, 2012","June 21, 2012",Disclosed in Part: Partially Exempt,213
AP-2012-00963,Personal Information,Public,A copy of complete social assistance file for {an individual}.,"May 29, 2012","June 11, 2012",Disclosed in Part: Partially Exempt,153
AG-2012-00970,General Records,Business,"A copy of fire incident report for {an address}, North York.  The incident occurred on May 7, 2012.","May 29, 2012","June 6, 2012",Disclosed in Part: Partially Exempt,13
AG-2012-00973,General Records,Business,"A copy of fire incident report for {an address.}, Toronto.  The incident occurred on December 5, 2011.","May 29, 2012","June 25, 2012",Disclosed in Part: Partially Exempt,12
AG-2012-00993,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on April 3, 2012.","May 29, 2012","June 27, 2012",Disclosed in Part: Partially Exempt,17
AP-2012-00962,Personal Information,Public,A copy of Ontario Works file for {an individual}.,"May 29, 2012","June 12, 2012",Disclosed in Part: Partially Exempt,327
AP-2012-00974,Personal Information,Public,"A copy of Ontario Works file for {an individual}, in particular a note for the issuance of a $3900 cheque to {an individual} from Ontario Works.","May 29, 2012","June 13, 2012",Disclosed in Part: Partially Exempt,597
AG-2012-00901,General Records,Business,"A copy of all building permits and inspections,  fire inspection, and violation records, health inspections and violation records for {an address}, Toronto. The search should go as far back as possible.","May 29, 2012","June 28, 2012",Disclosed in Part: Partially Exempt,40
AG-2012-00965,General Records,Business,"A copy of building permit application and building officials inspection notes for {an address}., Toronto.","May 29, 2012","June 22, 2012",Disclosed in Part: Partially Exempt,34
AG-2012-00966,General Records,Media,An electronic copy of the records included in the City's Bridge Management System.  Information should beprovided in a tab-delimited or comma-separated format.,"May 29, 2012","June 27, 2012",All Disclosed,1
AG-2012-00967,General Records,Public,"A copy of the entire contents of the planning and building file for {an address}, Toronto for the period ffrom April 3, 2010 to April 5, 2010.","May 29, 2012","June 22, 2012",Disclosed in Part: Partially Exempt,23
AG-2012-00971,General Records,Business,"A copy of fire incident report for {an address}, Scarborough.  The incident occurred on May 13, 2012.","May 29, 2012","June 28, 2012",Disclosed in Part: Partially Exempt,11
AG-2012-00972,General Records,Business,"A copy of fire incident report for {an address}, Toronto.  The incident occurred on May 20, 2012.","May 29, 2012","June 25, 2012",Disclosed in Part: Partially Exempt,10
AG-2012-00992,General Records,Public,"A copy of any building documents relating to the load bearing walls for the basement and 2nd floor of {an address}, including any information on the most recent building permit.","May 29, 2012","June 20, 2012",Disclosed in Part: Partially Exempt,18
AG-2012-00994,General Records,Business,"A copy of the fire report for {an address}, Weston. The incident occurred on April 3, 2012.","May 29, 2012","June 26, 2012",Disclosed in Part: Partially Exempt,9
AG-2012-00999,General Records,Public,A copy of the tree declaration form regarding {an address}. File No. 11-210414.,"May 29, 2012","June 26, 2012",Disclosed in Part: Partially Exempt,1
AG-2012-01004,General Records,Public,"A copy of all parking permits issued to Gazzola Parking Ltd.  for street maintenance and repair in the area of Finch Avenue East and Willowdale Avenue, from July 1, 2011 to September 30, 2011.","May 29, 2012","June 21, 2012",No Records Exist,0
AP-2012-00975,Personal Information,Public,A copy of Ontario Works file for {an individual}.,"May 29, 2012","June 1, 2012",Disclosed in Part: Partially Exempt,69
AG-2012-00996,General Records,Business,"A copy of the fire report for {an address}, Scarborough. The incident occurred on April 4, 2012.","May 30, 2012","June 12, 2012",Disclosed in Part: Partially Exempt,7
AG-2012-00997,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on April 4, 2012.","May 30, 2012","June 12, 2012",Disclosed in Part: Partially Exempt,7
AP-2012-00982,Personal Information,Public,"A copy of the medical, pension, and disability documents from the employment file of {an individual} from 2003 to present.","May 30, 2012","June 26, 2012",All Disclosed,49
AG-2012-00976,General Records,Business,"A copy of the 2010 building permit application for {an address}, including any additional documents relating to this application.","May 30, 2012","June 28, 2012",All Disclosed,6
AG-2012-00977,General Records,Business,A copy of all records related to construction work completed at or near {an address} in front of Bus Stop 1867 from January 2008 to present.,"May 30, 2012","June 29, 2012",Disclosed in Part: Partially Exempt,14
AG-2012-00978,General Records,Business,"A copy of all records relating to {an address}, including any records relating to investigations, orders to comply, and reasons as to why the investigations were closed. All records from June 2011 to present.","May 30, 2012","June 22, 2012",Disclosed in Part: Partially Exempt,9
AG-2012-00979,General Records,Public,"A copy of any records relating to underground oil tanks located on {an address}, including any documents, plans, and building or demolition permits. Any records from 2000 to present.","May 30, 2012","June 25, 2012",Disclosed in Part: Partially Exempt,16
AP-2012-00980,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"May 30, 2012","June 15, 2012",Disclosed in Part: Partially Exempt,65
AP-2012-00981,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"May 30, 2012","June 18, 2012",Disclosed in Part: Partially Exempt,353
AG-2012-00995,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on April 29, 2012.","May 30, 2012","June 12, 2012",Disclosed in Part: Partially Exempt,6
AG-2012-01006,General Records,Public,A copy of the ML&S inspection report for {an address}. The inspection occurred around March or April of 2011.,"May 30, 2012","June 25, 2012",All Disclosed,9
AP-2012-00983,Personal Information,Public,A copy of the Ontario Works file for {an individual} and {an individual}.,"May 30, 2012","June 14, 2012",Disclosed in Part: Partially Exempt,910
AG-2012-01002,General Records,Public,"A copy of the Public Health report regarding the sanitary conditions at {an address}. The inspection occurred on March 5, 2012.","May 31, 2012","June 20, 2012",Disclosed in Part: Partially Exempt,3
AP-2012-00985,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"May 31, 2012","June 18, 2012",Disclosed in Part: No Records Exist,102
AP-2012-00987,Personal Information,Public,A copy of the Ontario Works file for {an address}.,"May 31, 2012","June 18, 2012",Disclosed in Part: Partially Exempt,339
AG-2012-01000,General Records,Public,A copy of the file relating to building permit no. 09-159390 for {an address}.,"May 31, 2012","June 28, 2012",Disclosed in Part: Partially Exempt,72
AG-2012-01001,General Records,Public,"A copy of the two Taxicab Fitness Reports issued for the taxi owned by {an individual}. The reports were issued prior to September 22, 2007.","May 31, 2012","June 22, 2012",All Disclosed,4
AG-2012-00949,General Records,Business,A copy of the building permits and demolition permits pertaining to {an address} and former address of {an address}.,"May 31, 2012","June 21, 2012",Disclosed in Part: Partially Exempt,165
AG-2012-01018,General Records,Public,"A copy of Public Health complaint records relating to {an address} for the period from Sept. 1, 2008 to September 11, 2008.","May 31, 2012","June 19, 2012",No Records Exist,0
AG-2012-01022,General Records,Public,"A copy of the inspection record from Toronto Water and any records from 311 relating to the plumbing issue at {an address}. The inspection was done by Toronto Water on April 30, 2012.","May 31, 2012","June 20, 2012",All Disclosed,10
AP-2012-00989,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"June 1, 2012","June 20, 2012",Disclosed in Part: Partially Exempt,1163
AP-2012-00990,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"June 1, 2012","June 8, 2012",All Disclosed,83
AP-2012-00991,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"June 1, 2012","June 14, 2012",Disclosed in Part: Partially Exempt,108
AG-2012-01021,General Records,Business,"Sign permit information relating to {an address}, including information on folder # 11-179258 on violation and any revocation.  Also any records on court orders.","June 1, 2012","June 27, 2012",Disclosed in Part: Partially Exempt,55
PHI-2012-01007,Personal Health Information,Public,A copy of the Long Term Care Cummer Lodge file for {an individual}.,"June 1, 2012","June 12, 2012",All Disclosed,34
AP-2012-00988,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"June 1, 2012","June 12, 2012",All Disclosed,44
AP-2012-01003,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"June 1, 2012","June 18, 2012",Disclosed in Part: Partially Exempt,232
AG-2012-01011,General Records,Public,"A copy of the Ambulance Incident Details Call Report regarding the motor vehicle accident at Burhamthorpe Road and Renforth Drive. The incident occurred on February 11, 2011 at 5:25 p.m.","June 1, 2012","June 27, 2012",Disclosed in Part: Partially Exempt,5
AG-2012-01013,General Records,Business,"A copy of the fire report for {an address}, Scarborough. The incident occurred on May 17, 2012.","June 1, 2012","June 12, 2012",Disclosed in Part: Partially Exempt,10
AG-2012-01012,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on April 13, 2012.","June 1, 2012","June 27, 2012",Disclosed in Part: Partially Exempt,7
AG-2012-01014,General Records,Business,"A copy of the fire report for {two addresses}. The incident occurred on March 6, 2011. Also copies of any fire fighter statements, notes, and other additional documentation related to the fire.","June 1, 2012","June 28, 2012",Disclosed in Part: Partially Exempt,18
AG-2012-01017,General Records,Public,"Information on standard taxi cab license average ""selling"" prices (monthly or quarterly whichever is available) for the period from Sept. 2009 to June 2010 inclusive.","June 1, 2012","June 19, 2012",All Disclosed,23
AG-2012-01025,General Records,Public,"A copy of fire inspection reports and health inspection reports for {an address}, Toronto.","June 4, 2012","June 28, 2012",Disclosed in Part: Partially Exempt,17
AG-2012-01016,General Records,Business,"A copy of the fire report for {an address}, North York. The incident occurred on May 20, 2012.","June 4, 2012","June 20, 2012",Disclosed in Part: Partially Exempt,12
AG-2012-01039,General Records,Public,A copy of the complaint record that led to the building inspector inspecting {an address}.,"June 4, 2012","June 21, 2012",Disclosed in Part: Partially Exempt,3
AP-2012-01008,Personal Information,Public,A copy of the Ontario Works file for {an address}.,"June 4, 2012","June 21, 2012",Disclosed in Part: Partially Exempt,339
AP-2012-01009,Personal Information,Public,A copy of the Ontario Works file for {an individual} from 2005 to present.,"June 4, 2012","June 22, 2012",Disclosed in Part: Partially Exempt,267
AG-2012-01015,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on April 7, 2012.","June 4, 2012","June 28, 2012",Disclosed in Part: Partially Exempt,12
AG-2012-01034,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on May 29, 2012. Fire Report No. F12059547.","June 5, 2012","June 28, 2012",Disclosed in Part: Partially Exempt,11
AP-2012-01028,Personal Information,Public,A copy of social assistance file for {an individual}.,"June 5, 2012","June 12, 2012",Disclosed in Part: Partially Exempt,329
AP-2012-01029,Personal Information,Public,A copy of Ontario Works file for {an individual}.,"June 5, 2012","June 22, 2012",Disclosed in Part: Partially Exempt,218
AG-2012-01035,General Records,Public,"A copy of the fire report for {an address}. The incident occurred on March 26, 2011.","June 6, 2012","June 27, 2012",Disclosed in Part: Partially Exempt,17
AG-2012-01037,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on November 27, 2010.","June 6, 2012","June 20, 2012",Disclosed in Part: Partially Exempt,12
AP-2012-01062,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"June 8, 2012","June 27, 2012",Disclosed in Part: Partially Exempt,162
AG-2012-01079,General Records,Public,"A copy of all ML&S documents regarding {an address} for the past 10 years, specifically all photographs taken on March 27, 2012 relating to a work order. Folder No. 12135780 PRS IV.","June 8, 2012","June 28, 2012",Disclosed in Part: Partially Exempt,26
AP-2012-01074,Personal Information,Public,"A copy of all funeral related authorized documents, funeral invoices, or vouchers regarding the funeral of {an individual}.","June 11, 2012","June 18, 2012",Nothing Disclosed (exemption),0
AG-2012-01078,General Records,Public,A copy of the mailing address for {an individual} from Golden Mile Employment and Social Services.,"June 11, 2012","June 12, 2012",Nothing Disclosed (exemption),0
AP-2012-01073,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"June 11, 2012","June 26, 2012",Disclosed in Part: Partially Exempt,900
AG-2012-01076,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on April 25, 2012.","June 11, 2012","June 27, 2012",Disclosed in Part: Partially Exempt,5
AP-2012-01084,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"June 12, 2012","June 20, 2012",Disclosed in Part: Partially Exempt,156
AP-2012-01093,Personal Information,Public,A copy of the Ontario Works file for {an individual} from 2004 to present.,"June 13, 2012","June 26, 2012",Disclosed in Part: Partially Exempt,421
AP-2012-01094,Personal Information,Public,A copy of the Ontario Works file for {an individual} from 2005 to present.,"June 13, 2012","June 27, 2012",Disclosed in Part: Partially Exempt,366
AP-2012-01099,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"June 14, 2012","June 18, 2012",Transferred Out in Full,0
AP-2012-01100,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"June 14, 2012","June 22, 2012",Disclosed in Part: Partially Exempt,141
AP-2012-01101,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"June 14, 2012","June 28, 2012",Disclosed in Part: Partially Exempt,119
AP-2012-01098,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"June 14, 2012","June 28, 2012",Disclosed in Part: Partially Exempt,80
AG-2012-01122,General Records,Business,"A copy of the fire report for {an individual}. The incident occurred on May 25, 2012. Fire Report No. F12057709.","June 14, 2012","June 22, 2012",Disclosed in Part: Partially Exempt,13
AP-2012-01113,Personal Information,Public,"A copy of records from the Ontario Works file for {an individual}, specifically a printout outlining the time periods in which benefits were collected and the disbursements made. Information from 2005 to present.","June 15, 2012","June 25, 2012",All Disclosed,23
AP-2012-01115,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"June 15, 2012","June 29, 2012",Disclosed in Part: Partially Exempt,99
AG-2012-01127,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on May 29, 2012.","June 15, 2012","June 29, 2012",Disclosed in Part: Partially Exempt,8
AG-2012-01128,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on July 14, 2011.","June 18, 2012","June 29, 2012",Disclosed in Part: Partially Exempt,16
AG-2012-01129,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on May 29, 2012.","June 18, 2012","June 29, 2012",Disclosed in Part: Partially Exempt,12
AP-2012-01117,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"June 18, 2012","June 20, 2012",No Records Exist,0
AP-2012-01118,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"June 18, 2012","June 20, 2012",No Records Exist,0
AP-2012-01119,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"June 18, 2012","June 28, 2012",Disclosed in Part: Partially Exempt,158
